Response,WCPM,Acc,Comp,Exp,level,WCPM_response,Comp_response,Exp_response,undetermined,1_or_2,2_unanimous,2_or_3,3_unanimous
777291,125.0,0.992,7.8,4.0,15,123.8,8.0,4.2,0,0,0,0,1
777296,125.0,0.992,7.8,4.0,15,122.2,7.5,4.0,0,0,0,0,1
777296,125.0,0.992,7.8,4.0,15,122.2,7.5,4.0,0,0,0,0,1
777296,125.0,0.992,7.8,4.0,15,122.2,7.5,4.0,0,0,0,0,1
777301,125.0,0.992,7.8,4.0,15,137.0,7.5,4.2,0,0,0,0,1
777301,125.0,0.992,7.8,4.0,15,137.0,7.5,4.2,0,0,0,0,1
777301,125.0,0.992,7.8,4.0,15,137.0,7.5,4.2,0,0,0,0,1
777458,168.0,1.0,6.0,4.0,19,148.9,6.5,4.5,0,0,0,0,1
777458,168.0,1.0,6.0,4.0,19,148.9,6.5,4.5,0,0,0,0,1
777458,168.0,1.0,6.0,4.0,19,148.9,6.5,4.5,0,0,0,0,1
777458,168.0,1.0,6.0,4.0,19,148.9,6.5,4.5,0,0,0,0,1
777458,168.0,1.0,6.0,4.0,19,148.9,6.5,4.5,0,0,0,0,1
777462,168.0,1.0,6.0,4.0,19,158.4,4.2,4.5,0,0,0,0,1
777462,168.0,1.0,6.0,4.0,19,158.4,4.2,4.5,0,0,0,0,1
777462,168.0,1.0,6.0,4.0,19,158.4,4.2,4.5,0,0,0,0,1
777467,168.0,1.0,6.0,4.0,19,182.8,7.4,4.6,0,0,0,0,1
777467,168.0,1.0,6.0,4.0,19,182.8,7.4,4.6,0,0,0,0,1
777467,168.0,1.0,6.0,4.0,19,182.8,7.4,4.6,0,0,0,0,1
777699,76.0,0.812,5.3,2.1,7,17.0,6.6,1.1,0,0,1,0,0
777703,76.0,0.812,5.3,2.1,7,73.6,2.6,2.4,0,0,0,0,1
777703,76.0,0.812,5.3,2.1,7,73.6,2.6,2.4,0,0,0,0,1
777703,76.0,0.812,5.3,2.1,7,73.6,2.6,2.4,0,0,0,0,1
777707,76.0,0.812,5.3,2.1,7,63.0,6.7,1.9,0,0,0,0,1
777707,76.0,0.812,5.3,2.1,7,63.0,6.7,1.9,0,0,0,0,1
777707,76.0,0.812,5.3,2.1,7,63.0,6.7,1.9,0,0,0,0,1
778276,161.0,1.0,7.4,4.0,18,160.2,7.9,4.5,0,0,0,0,1
778276,161.0,1.0,7.4,4.0,18,160.2,7.9,4.5,0,0,0,0,1
778276,161.0,1.0,7.4,4.0,18,160.2,7.9,4.5,0,0,0,0,1
778276,161.0,1.0,7.4,4.0,18,160.2,7.9,4.5,0,0,0,0,1
778276,161.0,1.0,7.4,4.0,18,160.2,7.9,4.5,0,0,0,0,1
778280,161.0,1.0,7.4,4.0,18,134.5,6.2,4.2,0,0,0,0,1
778280,161.0,1.0,7.4,4.0,18,134.5,6.2,4.2,0,0,0,0,1
778280,161.0,1.0,7.4,4.0,18,134.5,6.2,4.2,0,0,0,0,1
778288,161.0,1.0,7.4,4.0,18,167.3,8.0,4.4,0,0,0,0,1
778288,161.0,1.0,7.4,4.0,18,167.3,8.0,4.4,0,0,0,0,1
778288,161.0,1.0,7.4,4.0,18,167.3,8.0,4.4,0,0,0,0,1
778441,123.0,0.992,7.6,3.5,15,119.4,7.8,3.9,0,0,0,1,0
778441,123.0,0.992,7.6,3.5,15,119.4,7.8,3.9,0,0,0,1,0
778441,123.0,0.992,7.6,3.5,15,119.4,7.8,3.9,0,0,0,1,0
778441,123.0,0.992,7.6,3.5,15,119.4,7.8,3.9,0,0,0,1,0
778441,123.0,0.992,7.6,3.5,15,119.4,7.8,3.9,0,0,0,1,0
778446,123.0,0.992,7.6,3.5,15,77.3,7.7,3.2,0,0,0,0,1
778446,123.0,0.992,7.6,3.5,15,77.3,7.7,3.2,0,0,0,0,1
778446,123.0,0.992,7.6,3.5,15,77.3,7.7,3.2,0,0,0,0,1
778450,123.0,0.992,7.6,3.5,15,128.1,7.4,3.8,0,0,0,0,1
778450,123.0,0.992,7.6,3.5,15,128.1,7.4,3.8,0,0,0,0,1
778450,123.0,0.992,7.6,3.5,15,128.1,7.4,3.8,0,0,0,0,1
778642,152.0,1.0,4.9,4.0,18,151.1,4.1,4.4,0,0,0,0,1
778642,152.0,1.0,4.9,4.0,18,151.1,4.1,4.4,0,0,0,0,1
778642,152.0,1.0,4.9,4.0,18,151.1,4.1,4.4,0,0,0,0,1
778642,152.0,1.0,4.9,4.0,18,151.1,4.1,4.4,0,0,0,0,1
778642,152.0,1.0,4.9,4.0,18,151.1,4.1,4.4,0,0,0,0,1
778646,152.0,1.0,4.9,4.0,18,111.4,5.4,3.7,0,0,0,0,1
778646,152.0,1.0,4.9,4.0,18,111.4,5.4,3.7,0,0,0,0,1
778646,152.0,1.0,4.9,4.0,18,111.4,5.4,3.7,0,0,0,0,1
778650,152.0,1.0,4.9,4.0,18,148.2,5.2,4.3,0,0,0,0,1
778650,152.0,1.0,4.9,4.0,18,148.2,5.2,4.3,0,0,0,0,1
778650,152.0,1.0,4.9,4.0,18,148.2,5.2,4.3,0,0,0,0,1
782562,98.0,0.988,6.8,2.9,12,79.5,6.7,2.9,0,0,0,0,1
782562,98.0,0.988,6.8,2.9,12,79.5,6.7,2.9,0,0,0,0,1
782562,98.0,0.988,6.8,2.9,12,79.5,6.7,2.9,0,0,0,0,1
782562,98.0,0.988,6.8,2.9,12,79.5,6.7,2.9,0,0,0,0,1
782562,98.0,0.988,6.8,2.9,12,79.5,6.7,2.9,0,0,0,0,1
782566,98.0,0.988,6.8,2.9,12,93.0,6.0,2.9,0,0,0,0,1
782566,98.0,0.988,6.8,2.9,12,93.0,6.0,2.9,0,0,0,0,1
782566,98.0,0.988,6.8,2.9,12,93.0,6.0,2.9,0,0,0,0,1
782570,98.0,0.988,6.8,2.9,12,99.8,7.8,3.2,0,0,0,0,1
782570,98.0,0.988,6.8,2.9,12,99.8,7.8,3.2,0,0,0,0,1
782570,98.0,0.988,6.8,2.9,12,99.8,7.8,3.2,0,0,0,0,1
782748,75.0,0.95,4.0,2.8,10,73.2,4.0,2.8,0,0,0,0,1
782748,75.0,0.95,4.0,2.8,10,73.2,4.0,2.8,0,0,0,0,1
782748,75.0,0.95,4.0,2.8,10,73.2,4.0,2.8,0,0,0,0,1
782748,75.0,0.95,4.0,2.8,10,73.2,4.0,2.8,0,0,0,0,1
782748,75.0,0.95,4.0,2.8,10,73.2,4.0,2.8,0,0,0,0,1
782752,75.0,0.95,4.0,2.8,10,63.7,4.0,2.1,0,0,0,0,1
782752,75.0,0.95,4.0,2.8,10,63.7,4.0,2.1,0,0,0,0,1
782756,75.0,0.95,4.0,2.8,10,108.5,5.6,3.1,0,0,0,0,1
782756,75.0,0.95,4.0,2.8,10,108.5,5.6,3.1,0,0,0,0,1
782756,75.0,0.95,4.0,2.8,10,108.5,5.6,3.1,0,0,0,0,1
782963,143.0,0.988,7.4,4.0,17,143.5,8.0,4.4,0,0,0,0,1
782963,143.0,0.988,7.4,4.0,17,143.5,8.0,4.4,0,0,0,0,1
782963,143.0,0.988,7.4,4.0,17,143.5,8.0,4.4,0,0,0,0,1
782963,143.0,0.988,7.4,4.0,17,143.5,8.0,4.4,0,0,0,0,1
782963,143.0,0.988,7.4,4.0,17,143.5,8.0,4.4,0,0,0,0,1
782968,143.0,0.988,7.4,4.0,17,137.8,7.0,4.2,0,0,0,0,1
782968,143.0,0.988,7.4,4.0,17,137.8,7.0,4.2,0,0,0,0,1
782968,143.0,0.988,7.4,4.0,17,137.8,7.0,4.2,0,0,0,0,1
782972,143.0,0.988,7.4,4.0,17,139.2,6.8,4.4,0,0,0,0,1
782972,143.0,0.988,7.4,4.0,17,139.2,6.8,4.4,0,0,0,0,1
782972,143.0,0.988,7.4,4.0,17,139.2,6.8,4.4,0,0,0,0,1
784996,143.0,0.9790000000000001,6.7,4.0,17,146.9,7.0,4.4,0,0,0,0,1
784996,143.0,0.9790000000000001,6.7,4.0,17,146.9,7.0,4.4,0,0,0,0,1
784996,143.0,0.9790000000000001,6.7,4.0,17,146.9,7.0,4.4,0,0,0,0,1
784996,143.0,0.9790000000000001,6.7,4.0,17,146.9,7.0,4.4,0,0,0,0,1
784996,143.0,0.9790000000000001,6.7,4.0,17,146.9,7.0,4.4,0,0,0,0,1
785000,143.0,0.9790000000000001,6.7,4.0,17,132.0,5.8,4.0,0,0,0,0,1
785000,143.0,0.9790000000000001,6.7,4.0,17,132.0,5.8,4.0,0,0,0,0,1
785000,143.0,0.9790000000000001,6.7,4.0,17,132.0,5.8,4.0,0,0,0,0,1
785000,143.0,0.9790000000000001,6.7,4.0,17,132.0,5.8,4.0,0,0,0,0,1
785004,143.0,0.9790000000000001,6.7,4.0,17,150.4,7.3,4.2,0,0,0,0,1
785004,143.0,0.9790000000000001,6.7,4.0,17,150.4,7.3,4.2,0,0,0,0,1
785004,143.0,0.9790000000000001,6.7,4.0,17,150.4,7.3,4.2,0,0,0,0,1
785256,96.0,0.996,6.0,3.4,12,91.8,7.6,3.3,0,0,0,0,1
785256,96.0,0.996,6.0,3.4,12,91.8,7.6,3.3,0,0,0,0,1
785256,96.0,0.996,6.0,3.4,12,91.8,7.6,3.3,0,0,0,0,1
785256,96.0,0.996,6.0,3.4,12,91.8,7.6,3.3,0,0,0,0,1
785256,96.0,0.996,6.0,3.4,12,91.8,7.6,3.3,0,0,0,0,1
785260,96.0,0.996,6.0,3.4,12,91.8,5.2,3.3,0,0,0,0,1
785260,96.0,0.996,6.0,3.4,12,91.8,5.2,3.3,0,0,0,0,1
785260,96.0,0.996,6.0,3.4,12,91.8,5.2,3.3,0,0,0,0,1
785264,96.0,0.996,6.0,3.4,12,98.5,5.2,3.3,0,0,0,0,1
785264,96.0,0.996,6.0,3.4,12,98.5,5.2,3.3,0,0,0,0,1
785264,96.0,0.996,6.0,3.4,12,98.5,5.2,3.3,0,0,0,0,1
786358,84.0,0.982,7.0,3.4,11,118.3,7.3,4.0,0,0,0,0,1
786358,84.0,0.982,7.0,3.4,11,118.3,7.3,4.0,0,0,0,0,1
786358,84.0,0.982,7.0,3.4,11,118.3,7.3,4.0,0,0,0,0,1
786358,84.0,0.982,7.0,3.4,11,118.3,7.3,4.0,0,0,0,0,1
786358,84.0,0.982,7.0,3.4,11,118.3,7.3,4.0,0,0,0,0,1
786362,84.0,0.982,7.0,3.4,11,77.6,6.2,3.3,0,0,0,1,0
786362,84.0,0.982,7.0,3.4,11,77.6,6.2,3.3,0,0,0,1,0
786362,84.0,0.982,7.0,3.4,11,77.6,6.2,3.3,0,0,0,1,0
786366,84.0,0.982,7.0,3.4,11,80.8,7.6,3.2,0,0,0,0,1
786366,84.0,0.982,7.0,3.4,11,80.8,7.6,3.2,0,0,0,0,1
786366,84.0,0.982,7.0,3.4,11,80.8,7.6,3.2,0,0,0,0,1
787877,39.0,0.789,4.1,1.5,6,28.9,4.5,1.4,0,0,0,1,0
787877,39.0,0.789,4.1,1.5,6,28.9,4.5,1.4,0,0,0,1,0
787877,39.0,0.789,4.1,1.5,6,28.9,4.5,1.4,0,0,0,1,0
787877,39.0,0.789,4.1,1.5,6,28.9,4.5,1.4,0,0,0,1,0
787877,39.0,0.789,4.1,1.5,6,28.9,4.5,1.4,0,0,0,1,0
787881,39.0,0.789,4.1,1.5,6,36.5,2.9,1.4,0,0,0,1,0
787881,39.0,0.789,4.1,1.5,6,36.5,2.9,1.4,0,0,0,1,0
787881,39.0,0.789,4.1,1.5,6,36.5,2.9,1.4,0,0,0,1,0
787881,39.0,0.789,4.1,1.5,6,36.5,2.9,1.4,0,0,0,1,0
787885,39.0,0.789,4.1,1.5,6,51.4,4.9,1.8,0,0,1,0,0
787885,39.0,0.789,4.1,1.5,6,51.4,4.9,1.8,0,0,1,0,0
787885,39.0,0.789,4.1,1.5,6,51.4,4.9,1.8,0,0,1,0,0
788614,64.0,0.996,5.9,2.5,9,61.5,7.4,2.7,0,0,0,1,0
788614,64.0,0.996,5.9,2.5,9,61.5,7.4,2.7,0,0,0,1,0
788614,64.0,0.996,5.9,2.5,9,61.5,7.4,2.7,0,0,0,1,0
788614,64.0,0.996,5.9,2.5,9,61.5,7.4,2.7,0,0,0,1,0
788614,64.0,0.996,5.9,2.5,9,61.5,7.4,2.7,0,0,0,1,0
788614,64.0,0.996,5.9,2.5,9,61.5,7.4,2.7,0,0,0,1,0
788618,64.0,0.996,5.9,2.5,9,60.9,8.0,2.6,0,0,1,0,0
788618,64.0,0.996,5.9,2.5,9,60.9,8.0,2.6,0,0,1,0,0
788622,64.0,0.996,5.9,2.5,9,69.2,4.0,2.7,0,0,0,0,1
788622,64.0,0.996,5.9,2.5,9,69.2,4.0,2.7,0,0,0,0,1
788622,64.0,0.996,5.9,2.5,9,69.2,4.0,2.7,0,0,0,0,1
793373,132.0,1.0,7.1,4.0,16,125.0,8.0,3.9,0,0,0,0,1
793373,132.0,1.0,7.1,4.0,16,125.0,8.0,3.9,0,0,0,0,1
793373,132.0,1.0,7.1,4.0,16,125.0,8.0,3.9,0,0,0,0,1
793373,132.0,1.0,7.1,4.0,16,125.0,8.0,3.9,0,0,0,0,1
793373,132.0,1.0,7.1,4.0,16,125.0,8.0,3.9,0,0,0,0,1
793377,132.0,1.0,7.1,4.0,16,123.9,6.2,3.8,0,0,0,0,1
793377,132.0,1.0,7.1,4.0,16,123.9,6.2,3.8,0,0,0,0,1
793377,132.0,1.0,7.1,4.0,16,123.9,6.2,3.8,0,0,0,0,1
793382,132.0,1.0,7.1,4.0,16,134.0,6.8,3.9,0,0,0,0,1
793382,132.0,1.0,7.1,4.0,16,134.0,6.8,3.9,0,0,0,0,1
793382,132.0,1.0,7.1,4.0,16,134.0,6.8,3.9,0,0,0,0,1
797690,92.0,1.0,5.1,2.8,12,87.4,5.4,3.0,0,0,0,0,1
797690,92.0,1.0,5.1,2.8,12,87.4,5.4,3.0,0,0,0,0,1
797690,92.0,1.0,5.1,2.8,12,87.4,5.4,3.0,0,0,0,0,1
797690,92.0,1.0,5.1,2.8,12,87.4,5.4,3.0,0,0,0,0,1
797694,92.0,1.0,5.1,2.8,12,83.3,5.2,2.4,0,0,0,0,1
797694,92.0,1.0,5.1,2.8,12,83.3,5.2,2.4,0,0,0,0,1
797694,92.0,1.0,5.1,2.8,12,83.3,5.2,2.4,0,0,0,0,1
797698,92.0,1.0,5.1,2.8,12,103.8,4.8,3.1,0,0,0,0,1
797698,92.0,1.0,5.1,2.8,12,103.8,4.8,3.1,0,0,0,0,1
797698,92.0,1.0,5.1,2.8,12,103.8,4.8,3.1,0,0,0,0,1
800004,97.0,0.982,6.8,3.1,12,92.7,8.0,3.3,0,0,0,0,1
800004,97.0,0.982,6.8,3.1,12,92.7,8.0,3.3,0,0,0,0,1
800004,97.0,0.982,6.8,3.1,12,92.7,8.0,3.3,0,0,0,0,1
800004,97.0,0.982,6.8,3.1,12,92.7,8.0,3.3,0,0,0,0,1
800004,97.0,0.982,6.8,3.1,12,92.7,8.0,3.3,0,0,0,0,1
800008,97.0,0.982,6.8,3.1,12,106.1,4.5,3.4,0,0,0,0,1
800008,97.0,0.982,6.8,3.1,12,106.1,4.5,3.4,0,0,0,0,1
800008,97.0,0.982,6.8,3.1,12,106.1,4.5,3.4,0,0,0,0,1
800012,97.0,0.982,6.8,3.1,12,79.1,7.8,2.4,0,0,0,1,0
800012,97.0,0.982,6.8,3.1,12,79.1,7.8,2.4,0,0,0,1,0
800012,97.0,0.982,6.8,3.1,12,79.1,7.8,2.4,0,0,0,1,0
801652,102.0,0.996,6.6,3.3,13,97.8,6.9,3.5,0,0,0,0,1
801652,102.0,0.996,6.6,3.3,13,97.8,6.9,3.5,0,0,0,0,1
801652,102.0,0.996,6.6,3.3,13,97.8,6.9,3.5,0,0,0,0,1
801652,102.0,0.996,6.6,3.3,13,97.8,6.9,3.5,0,0,0,0,1
801652,102.0,0.996,6.6,3.3,13,97.8,6.9,3.5,0,0,0,0,1
801656,102.0,0.996,6.6,3.3,13,102.0,4.9,3.1,0,0,0,0,1
801656,102.0,0.996,6.6,3.3,13,102.0,4.9,3.1,0,0,0,0,1
801656,102.0,0.996,6.6,3.3,13,102.0,4.9,3.1,0,0,0,0,1
801660,102.0,0.996,6.6,3.3,13,120.6,7.9,3.6,0,0,0,0,1
801660,102.0,0.996,6.6,3.3,13,120.6,7.9,3.6,0,0,0,0,1
801660,102.0,0.996,6.6,3.3,13,120.6,7.9,3.6,0,0,0,0,1
804168,33.0,0.935,4.4,1.4,6,32.0,6.1,1.3,0,0,0,1,0
804168,33.0,0.935,4.4,1.4,6,32.0,6.1,1.3,0,0,0,1,0
804168,33.0,0.935,4.4,1.4,6,32.0,6.1,1.3,0,0,0,1,0
804168,33.0,0.935,4.4,1.4,6,32.0,6.1,1.3,0,0,0,1,0
804172,33.0,0.935,4.4,1.4,6,34.8,4.6,1.5,0,0,0,1,0
804172,33.0,0.935,4.4,1.4,6,34.8,4.6,1.5,0,0,0,1,0
804172,33.0,0.935,4.4,1.4,6,34.8,4.6,1.5,0,0,0,1,0
804176,33.0,0.935,4.4,1.4,6,47.6,4.0,1.8,0,0,0,1,0
804176,33.0,0.935,4.4,1.4,6,47.6,4.0,1.8,0,0,0,1,0
804176,33.0,0.935,4.4,1.4,6,47.6,4.0,1.8,0,0,0,1,0
804223,43.0,0.866,2.9,1.5,7,37.9,2.9,1.7,0,0,0,1,0
804223,43.0,0.866,2.9,1.5,7,37.9,2.9,1.7,0,0,0,1,0
804223,43.0,0.866,2.9,1.5,7,37.9,2.9,1.7,0,0,0,1,0
804223,43.0,0.866,2.9,1.5,7,37.9,2.9,1.7,0,0,0,1,0
804227,43.0,0.866,2.9,1.5,7,42.2,3.1,1.4,0,0,0,1,0
804227,43.0,0.866,2.9,1.5,7,42.2,3.1,1.4,0,0,0,1,0
804231,43.0,0.866,2.9,1.5,7,45.9,2.6,1.7,0,0,0,0,1
804231,43.0,0.866,2.9,1.5,7,45.9,2.6,1.7,0,0,0,0,1
804231,43.0,0.866,2.9,1.5,7,45.9,2.6,1.7,0,0,0,0,1
805147,50.0,0.9079999999999999,2.4,1.9,7,34.9,2.8,1.8,0,0,1,0,0
805147,50.0,0.9079999999999999,2.4,1.9,7,34.9,2.8,1.8,0,0,1,0,0
805155,50.0,0.9079999999999999,2.4,1.9,7,67.2,3.0,2.0,0,0,0,0,1
805155,50.0,0.9079999999999999,2.4,1.9,7,67.2,3.0,2.0,0,0,0,0,1
805155,50.0,0.9079999999999999,2.4,1.9,7,67.2,3.0,2.0,0,0,0,0,1
808896,72.0,0.993,4.5,2.6,10,70.0,4.6,2.6,0,0,0,1,0
808896,72.0,0.993,4.5,2.6,10,70.0,4.6,2.6,0,0,0,1,0
808896,72.0,0.993,4.5,2.6,10,70.0,4.6,2.6,0,0,0,1,0
808896,72.0,0.993,4.5,2.6,10,70.0,4.6,2.6,0,0,0,1,0
808896,72.0,0.993,4.5,2.6,10,70.0,4.6,2.6,0,0,0,1,0
808900,72.0,0.993,4.5,2.6,10,66.7,5.0,2.3,0,0,0,0,1
808900,72.0,0.993,4.5,2.6,10,66.7,5.0,2.3,0,0,0,0,1
808900,72.0,0.993,4.5,2.6,10,66.7,5.0,2.3,0,0,0,0,1
808904,72.0,0.993,4.5,2.6,10,86.9,3.9,2.8,0,0,0,0,1
808904,72.0,0.993,4.5,2.6,10,86.9,3.9,2.8,0,0,0,0,1
808904,72.0,0.993,4.5,2.6,10,86.9,3.9,2.8,0,0,0,0,1
809365,125.0,0.9329999999999999,5.7,3.3,15,117.6,6.9,3.9,0,0,0,1,0
809365,125.0,0.9329999999999999,5.7,3.3,15,117.6,6.9,3.9,0,0,0,1,0
809365,125.0,0.9329999999999999,5.7,3.3,15,117.6,6.9,3.9,0,0,0,1,0
809365,125.0,0.9329999999999999,5.7,3.3,15,117.6,6.9,3.9,0,0,0,1,0
809365,125.0,0.9329999999999999,5.7,3.3,15,117.6,6.9,3.9,0,0,0,1,0
809369,125.0,0.9329999999999999,5.7,3.3,15,145.4,3.5,3.7,0,0,0,0,1
809369,125.0,0.9329999999999999,5.7,3.3,15,145.4,3.5,3.7,0,0,0,0,1
809369,125.0,0.9329999999999999,5.7,3.3,15,145.4,3.5,3.7,0,0,0,0,1
809373,125.0,0.9329999999999999,5.7,3.3,15,112.4,6.7,2.6,0,0,0,0,1
809373,125.0,0.9329999999999999,5.7,3.3,15,112.4,6.7,2.6,0,0,0,0,1
809373,125.0,0.9329999999999999,5.7,3.3,15,112.4,6.7,2.6,0,0,0,0,1
811923,109.0,0.991,6.7,2.8,13,105.0,8.0,3.5,0,0,0,0,1
811923,109.0,0.991,6.7,2.8,13,105.0,8.0,3.5,0,0,0,0,1
811923,109.0,0.991,6.7,2.8,13,105.0,8.0,3.5,0,0,0,0,1
811923,109.0,0.991,6.7,2.8,13,105.0,8.0,3.5,0,0,0,0,1
811923,109.0,0.991,6.7,2.8,13,105.0,8.0,3.5,0,0,0,0,1
811927,109.0,0.991,6.7,2.8,13,81.8,6.0,2.6,0,0,0,1,0
811927,109.0,0.991,6.7,2.8,13,81.8,6.0,2.6,0,0,0,1,0
811927,109.0,0.991,6.7,2.8,13,81.8,6.0,2.6,0,0,0,1,0
811931,109.0,0.991,6.7,2.8,13,111.5,6.0,2.3,0,0,0,0,1
811931,109.0,0.991,6.7,2.8,13,111.5,6.0,2.3,0,0,0,0,1
811931,109.0,0.991,6.7,2.8,13,111.5,6.0,2.3,0,0,0,0,1
