item,token,not_sightword,not_decodable,not_decodable_at_grade_level
2504,many,,1,
2504,scary,1,,
2504,movies,1,1,
2504,about,,,
2504,sharks,1,,
2504,that,,,
2504,hunt,1,,
2504,for,,,
2504,people,,1,
2504,but,,,
2504,sharks,1,,
2504,are,,,
2504,usually,1,,1
2504,harmless,1,,
2504,to,,,
2504,people,,1,
2504,because,,,
2504,people,,1,
2504,don't,,,
2504,taste,1,,
2504,very,,1,
2504,good,,,
520,on,,,
520,warm,1,,
520,summer,1,,
520,nights,,,
520,dan,1,,
520,and,,,
520,mark,1,,
520,sleep,,,
520,outside,1,,
520,in,,,
520,sleeping,,,
520,bags,1,,
520,they,,,
520,like,,,
520,to,,,
520,look,,,
520,up,,,
520,at,,,
520,all,,,
520,the,,,
520,stars,,,
520,and,,,
520,planets,1,,
520,in,,,
520,the,,,
520,night,,,
520,sky,,,
520,mark,1,,
520,can,,,
520,now,,,
520,easily,1,,
520,locate,1,,
520,the,,,
520,big,,,
520,dipper,1,,
520,and,,,
520,the,,,
520,little,,,
520,dipper,1,,
520,if,,,
520,they,,,
520,are,,,
520,really,1,,
520,lucky,1,,
520,they,,,
520,can,,,
520,see,,,
520,shooting,1,,
520,stars,,,
520,streak,1,,
520,across,1,,
520,the,,,
520,sky,,,
520,sometimes,,1,
520,there,,1,
520,are,,,
520,slower,,,
520,moving,,1,
520,lights,,,
520,in,,,
520,the,,,
520,sky,,,
520,these,,1,
520,aren't,,1,
520,stars,,,
520,but,,,
520,they,,,
520,may,,,
520,be,,,
520,satellites,1,,
520,circling,1,,
520,the,,,
520,globe,1,,
520,or,,,
520,airplanes,1,,
520,traveling,1,,
520,between,1,,
520,cities,,,
2402,iceland,1,,
2402,is,,,
2402,a,,,
2402,cold,,,
2402,place,,,
2402,but,,,
2402,parts,,,
2402,of,,,
2402,it,,,
2402,are,,,
2402,boiling,1,,
2402,hot,,,
2402,long,,,
2402,ago,,,
2402,the,,,
2402,vikings,1,,
2402,found,,,
2402,hot,,,
2402,water,,,
2402,and,,,
2402,steam,1,,
2402,from,,,
2402,deep,1,,
2402,inside,,,
2402,the,,,
2402,earth,1,1,
2402,they,,,
2402,used,,,
2402,this,,,
2402,hot,,,
2402,water,,,
2402,to,,,
2402,cook,,,
2402,and,,,
2402,wash,1,,
2402,up,,,
2402,later,1,,
2402,iceland,1,,
2402,started,,,
2402,heating,1,,
2402,homes,,,
2402,with,,,
2402,heat,1,,
2402,from,,,
2402,the,,,
2402,earth,1,1,
2402,hot,,,
2402,water,,,
2402,and,,,
2402,steam,1,,
2402,are,,,
2402,pumped,1,,
2402,through,1,1,
2402,the,,,
2402,city,,,
2402,to,,,
2402,heat,1,,
2402,buildings,1,1,
2402,plants,1,,
2402,and,,,
2402,vegetables,1,,
2402,are,,,
2402,grown,1,,
2402,year,1,,
2402,round,1,,
2402,in,,,
2402,heated,1,,
2402,greenhouses,1,,
2402,today,,1,
2402,iceland,1,,
2402,uses,,,
2402,this,,,
2402,clean,,,
2402,energy,1,,
2402,from,,,
2402,deep,1,,
2402,in,,,
2402,the,,,
2402,earth,1,1,
2402,to,,,
2402,heat,1,,
2402,houses,,,
2402,streets,,,
2402,and,,,
2402,even,,,
2402,football,1,,
2402,fields,1,,
2904,andy,1,,
2904,held,1,,
2904,his,,,
2904,breath,1,,
2904,standing,1,,
2904,very,,1,
2904,still,,,
2904,he,,,
2904,carefully,,,
2904,pushed,,1,
2904,the,,,
2904,button,1,,
2904,as,,,
2904,his,,,
2904,finger,1,,
2904,moved,,1,
2904,he,,,
2904,heard,,1,
2904,a,,,
2904,faint,1,,
2904,click,1,,
2904,looking,,,
2904,directly,1,,
2904,at,,,
2904,the,,,
2904,camera,1,,
2904,display,1,,
2904,he,,,
2904,wondered,1,,
2904,if,,,
2904,he,,,
2904,had,,,
2904,captured,1,,
2904,it,,,
2904,there,,1,
2904,on,,,
2904,the,,,
2904,screen,1,,
2904,was,,1,
2904,a,,,
2904,mass,1,,
2904,of,,,
2904,yellow,,,
2904,petals,1,,
2904,andy,1,,
2904,was,,1,
2904,looking,,,
2904,for,,,
2904,something,,1,
2904,specific,1,,
2904,he,,,
2904,enlarged,1,,
2904,the,,,
2904,image,1,,
2904,stared,1,,
2904,for,,,
2904,a,,,
2904,moment,1,,
2904,and,,,
2904,smiled,,,
2904,in,,,
2904,the,,,
2904,lower,1,,
2904,left,1,,
2904,corner,1,,
2904,blending,1,,
2904,in,,,
2904,with,,,
2904,blossoms,1,,
2904,a,,,
2904,swallowtail,1,,
2904,butterfly,1,,
2904,rested,1,,
2904,on,,,
2904,a,,,
2904,petal,1,,
2904,he,,,
2904,was,,1,
2904,able,1,,
2904,to,,,
2904,accomplish,1,,
2904,his,,,
2904,goal,1,,
2904,of,,,
2904,taking,,,
2904,a,,,
2904,picture,,,
2904,of,,,
2904,a,,,
2904,butterfly,1,,
2904,at,,,
2904,rest,1,,
2904,andy,1,,
2904,was,,1,
2904,prepared,1,,
2904,for,,,
2904,the,,,
2904,next,,,
2904,photography,1,,
2904,challenge,1,,
2601,animals,,,
2601,don't,,,
2601,sense,1,,
2601,the,,,
2601,world,1,,
2601,like,,,
2601,we,,,
2601,do,,,
2601,many,,1,
2601,animals,,,
2601,have,,,
2601,long,,,
2601,stiff,1,,
2601,hairs,1,,
2601,called,1,,
2601,whiskers,1,,
2601,on,,,
2601,their,,1,
2601,faces,,,
2601,while,,,
2601,they,,,
2601,can,,,
2601,be,,,
2601,very,,1,
2601,cute,1,,
2601,they,,,
2601,also,1,,
2601,serve,1,,
2601,an,,,
2601,important,1,,
2601,purpose,1,1,
2601,whiskers,1,,
2601,are,,,
2601,used,,,
2601,to,,,
2601,feel,,,
2601,an,,,
2601,animal's,,,
2601,surroundings,1,,
2601,a,,,
2601,cat,,,
2601,will,,,
2601,use,,,
2601,them,,1,
2601,to,,,
2601,see,,,
2601,if,,,
2601,it,,,
2601,can,,,
2601,fit,1,,
2601,its,,,
2601,head,,,
2601,through,1,1,
2601,a,,,
2601,small,,,
2601,space,1,,
2601,have,,,
2601,you,,,
2601,ever,,,
2601,noticed,1,,
2601,smaller,,,
2601,whiskers,1,,
2601,over,,,
2601,your,,,
2601,pet's,,,
2601,eyes,,1,
2601,or,,,
2601,on,,,
2601,its,,,
2601,legs,1,,
2601,whiskers,1,,
2601,aren't,,1,
2601,limited,1,,
2601,to,,,
2601,being,,,
2601,just,,,
2601,around,,,
2601,the,,,
2601,muzzle,1,,
2601,whiskers,1,,
2601,on,,,
2601,the,,,
2601,back,,,
2601,of,,,
2601,a,,,
2601,cat's,,,
2601,paws,1,,
2601,can,,,
2601,help,,,
2601,it,,,
2601,feel,,,
2601,its,,,
2601,prey,1,,
2601,when,,,
2601,it,,,
2601,pounces,1,,
2601,making,,,
2601,it,,,
2601,a,,,
2601,better,,,
2601,hunter,1,,
2601,more,,,
2601,whiskers,1,,
2601,in,,,
2601,more,,,
2601,places,,,
2601,mean,,,
2601,your,,,
2601,pet,,,
2601,can,,,
2601,sense,1,,
2601,its,,,
2601,environment,1,,
2601,in,,,
2601,even,,,
2601,more,,,
2601,detail,1,,
2801,new,,,
2801,year's,1,,
2801,is,,,
2801,an,,,
2801,exciting,1,,
2801,event,1,,
2801,how,,,
2801,do,,,
2801,you,,,
2801,celebrate,1,,
2801,in,,,
2801,america,1,1,
2801,you,,,
2801,might,,,
2801,watch,,,
2801,the,,,
2801,midnight,1,,
2801,ball,,,
2801,drop,1,,
2801,on,,,
2801,tv,,1,
2801,when,,,
2801,the,,,
2801,ball,,,
2801,drops,1,,
2801,in,,,
2801,new,,,
2801,york,1,,
2801,city,,,
2801,people,,1,
2801,sing,,,
2801,and,,,
2801,fireworks,1,,
2801,fill,,,
2801,the,,,
2801,night,,,
2801,sky,,,
2801,in,,,
2801,brazil,1,1,
2801,you,,,
2801,might,,,
2801,celebrate,1,,
2801,with,,,
2801,a,,,
2801,tasty,1,,
2801,bowl,1,,
2801,of,,,
2801,lentil,1,,
2801,soup,1,1,
2801,lentils,1,,
2801,symbolize,1,,
2801,good,,,
2801,fortune,1,,
2801,in,,,
2801,russia,1,,
2801,you,,,
2801,might,,,
2801,look,,,
2801,forward,1,,
2801,to,,,
2801,father,,1,
2801,frost's,1,,
2801,yearly,1,,
2801,visit,1,,
2801,he,,,
2801,brings,1,,
2801,presents,1,,
2801,for,,,
2801,the,,,
2801,children,,,
2801,no,,,
2801,matter,1,,
2801,the,,,
2801,tradition,1,,
2801,new,,,
2801,year's,1,,
2801,is,,,
2801,a,,,
2801,hopeful,1,,
2801,time,,,
2801,bringing,1,,
2801,a,,,
2801,new,,,
2801,beginning,,1,
2801,to,,,
2801,a,,,
2801,new,,,
2801,year,1,,
3105,alex's,1,,
3105,older,,,
3105,sister,,,
3105,is,,,
3105,in,,,
3105,peru,1,1,
3105,last,,,
3105,month,1,1,
3105,she,,,
3105,moved,,1,
3105,to,,,
3105,a,,,
3105,small,,,
3105,village,1,,
3105,as,,,
3105,part,,,
3105,of,,,
3105,a,,,
3105,summer,1,,
3105,study,1,,
3105,program,1,,
3105,with,,,
3105,her,,,
3105,high,,,
3105,school,,,
3105,far,,,
3105,from,,,
3105,the,,,
3105,conveniences,1,,
3105,of,,,
3105,her,,,
3105,own,1,,
3105,house,,,
3105,sylvia,1,,
3105,lives,,1,
3105,with,,,
3105,a,,,
3105,host,1,,
3105,family,,,
3105,in,,,
3105,their,,1,
3105,small,,,
3105,home,,,
3105,in,,,
3105,the,,,
3105,mornings,,,
3105,she,,,
3105,is,,,
3105,a,,,
3105,teacher's,,,
3105,helper,,,
3105,in,,,
3105,a,,,
3105,rural,1,,
3105,school,,,
3105,sylvia,1,,
3105,works,,,
3105,with,,,
3105,children,,,
3105,in,,,
3105,arithmetic,1,,
3105,and,,,
3105,reading,,,
3105,without,,,
3105,technology,1,,
3105,the,,,
3105,village,1,,
3105,has,,,
3105,no,,,
3105,electricity,1,,
3105,and,,,
3105,no,,,
3105,cellphone,1,,
3105,reception,1,,
3105,after,,,
3105,school,,,
3105,she,,,
3105,helps,,,
3105,out,,,
3105,on,,,
3105,the,,,
3105,family's,,,
3105,small,,,
3105,farm,1,,
3105,and,,,
3105,gets,,,
3105,cooking,,,
3105,lessons,1,,
3105,once,1,1,
3105,a,,,
3105,week,1,,
3105,sylvia,1,,
3105,takes,,,
3105,a,,,
3105,bus,,,
3105,to,,,
3105,the,,,
3105,nearby,1,,
3105,town,,,
3105,to,,,
3105,meet,1,,
3105,with,,,
3105,others,,1,
3105,in,,,
3105,her,,,
3105,program,1,,
3105,for,,,
3105,the,,,
3105,first,,,
3105,time,,,
3105,all,,,
3105,week,1,,
3105,she,,,
3105,gets,,,
3105,an,,,
3105,hour,1,1,
3105,on,,,
3105,her,,,
3105,computer,1,,
3105,she,,,
3105,writes,1,,
3105,to,,,
3105,alex,1,,
3105,about,,,
3105,her,,,
3105,experiences,1,,
3105,in,,,
3105,addition,1,,
3105,to,,,
3105,improving,1,1,
3105,her,,,
3105,spanish,1,,
3105,language,1,1,
3105,and,,,
3105,cooking,1,,
3105,skills,1,,
3105,she,,,
3105,is,,,
3105,learning,1,1,
3105,to,,,
3105,get,,,
3105,by,,,
3105,on,,,
3105,limited,1,,
3105,screen,1,,
3105,time,,,
2803,birds,,,
2803,and,,,
2803,bats,,,
2803,can,,,
2803,fly,,,
2803,but,,,
2803,they,,,
2803,aren't,,1,
2803,the,,,
2803,only,,1,
2803,animals,,,
2803,that,,,
2803,can,,,
2803,soar,1,,
2803,through,1,1,
2803,the,,,
2803,air,1,,
2803,flying,,,
2803,squirrels,,,
2803,can,,,
2803,glide,1,,
2803,between,1,,
2803,tree,,,
2803,branches,1,,
2803,these,,1,
2803,squirrels,,,
2803,have,,,
2803,a,,,
2803,membrane,1,,
2803,a,,,
2803,thin,1,,
2803,piece,1,,
2803,of,,,
2803,skin,1,,
2803,between,1,,
2803,their,,1,
2803,front,1,1,
2803,and,,,
2803,back,,,
2803,legs,1,,
2803,that,,,
2803,catches,1,,
2803,the,,,
2803,air,1,,
2803,when,,,
2803,they,,,
2803,jump,,,
2803,flying,,,
2803,squirrels,,,
2803,don't,,,
2803,actually,1,,
2803,have,,,
2803,powered,1,,
2803,flight,1,,
2803,like,,,
2803,a,,,
2803,bird,,,
2803,or,,,
2803,a,,,
2803,bat,,,
2803,however,1,,
2803,they,,,
2803,can,,,
2803,coast,1,,
2803,briefly,1,,
2803,on,,,
2803,the,,,
2803,wind,,1,
2803,before,1,,
2803,landing,1,,
2803,safely,1,,
2803,in,,,
2803,a,,,
2803,tree,,,
2803,taking,,,
2803,a,,,
2803,cue,1,,
2803,from,,,
2803,these,,1,
2803,gliding,1,,
2803,squirrels,,,
2803,some,,1,
2803,human,1,,
2803,skydivers,1,,
2803,wear,1,1,
2803,special,1,,
2803,suits,1,,
2803,modeled,1,,
2803,after,,,
2803,the,,,
2803,flying,,,
2803,squirrel,,,
2803,they,,,
2803,use,,,
2803,these,,1,
2803,suits,1,,
2803,to,,,
2803,guide,1,,
2803,their,,1,
2803,flight,1,,
2803,as,,,
2803,they,,,
2803,soar,1,,
2803,through,1,1,
2803,the,,,
2803,air,1,,
2803,among,1,1,
2803,the,,,
2803,flying,,,
2803,animals,,,
2803,of,,,
2803,the,,,
2803,world,1,,
2803,we,,,
2803,should,,1,
2803,include,1,,
2803,flying,,,
2803,squirrels,,,
2803,and,,,
2803,some,,1,
2803,humans,1,,
2902,chocolate,1,,
2902,flavors,1,,
2902,many,,1,
2902,of,,,
2902,our,,,
2902,treats,1,,
2902,from,,,
2902,candy,1,,
2902,to,,,
2902,beverages,1,,
2902,it's,,,
2902,hard,1,,
2902,to,,,
2902,think,,,
2902,of,,,
2902,a,,,
2902,time,,,
2902,when,,,
2902,we,,,
2902,didn't,,,
2902,have,,,
2902,chocolate,1,,
2902,cocoa,1,,
2902,beans,1,,
2902,were,,1,
2902,first,,,
2902,used,,,
2902,by,,,
2902,the,,,
2902,mayans,1,1,
2902,around,,,
2902,four,,1,
2902,thousand,1,,
2902,years,1,,
2902,ago,,,
2902,much,,,
2902,like,,,
2902,today,,1,
2902,cocoa,1,,
2902,was,,1,
2902,used,,,
2902,for,,,
2902,drinks,1,,
2902,but,,,
2902,the,,,
2902,drinks,1,,
2902,weren't,,1,
2902,prepared,1,,
2902,to,,,
2902,be,,,
2902,as,,,
2902,sweet,1,,
2902,as,,,
2902,we,,,
2902,make,,,
2902,them,,1,
2902,now,,,
2902,ancient,1,1,
2902,cocoa,1,,
2902,products,1,,
2902,were,,1,
2902,bitter,1,,
2902,sometimes,,1,
2902,seasoned,1,,
2902,with,,,
2902,chili,1,1,
2902,or,,,
2902,vanilla,1,,
2902,they,,,
2902,were,,1,
2902,used,,,
2902,either,1,,
2902,as,,,
2902,medicine,1,,
2902,or,,,
2902,for,,,
2902,religious,1,,
2902,reasons,1,,
2902,when,,,
2902,the,,,
2902,spanish,1,,
2902,tasted,1,,
2902,the,,,
2902,drinks,1,,
2902,mixed,1,,
2902,with,,,
2902,ground,,,
2902,cocoa,1,,
2902,beans,1,,
2902,and,,,
2902,water,,,
2902,they,,,
2902,called,1,,
2902,it,,,
2902,chocolate,1,,
2902,for,,,
2902,a,,,
2902,time,,,
2902,cocoa,1,,
2902,beans,1,,
2902,were,,1,
2902,adopted,1,,
2902,as,,,
2902,a,,,
2902,form,1,,
2902,of,,,
2902,money,,1,
2902,could,,1,
2902,you,,,
2902,imagine,1,,
2902,paying,1,,
2902,for,,,
2902,your,,,
2902,groceries,1,,
2902,in,,,
2902,chocolate,1,,
3106,a,,,
3106,ship,1,,
3106,is,,,
3106,sailing,1,,
3106,across,1,,
3106,the,,,
3106,sea,,,
3106,the,,,
3106,water,,,
3106,starts,,,
3106,to,,,
3106,get,,,
3106,rough,1,1,
3106,and,,,
3106,the,,,
3106,ship,1,,
3106,begins,,1,
3106,to,,,
3106,sway,1,,
3106,without,,,
3106,warning,1,,
3106,the,,,
3106,skies,,,
3106,grow,,,
3106,darker,,,
3106,as,,,
3106,enormous,1,,
3106,black,,,
3106,clouds,1,,
3106,move,,1,
3106,in,,,
3106,and,,,
3106,the,,,
3106,wind,,1,
3106,begins,,1,
3106,to,,,
3106,gust,1,,
3106,the,,,
3106,ship,1,,
3106,is,,,
3106,heading,,,
3106,straight,1,1,
3106,into,,1,
3106,the,,,
3106,storm,1,,
3106,a,,,
3106,turbulent,1,,
3106,night,,,
3106,awaits,1,,
3106,them,,1,
3106,and,,,
3106,the,,,
3106,crew,1,,
3106,prepares,1,,
3106,scrambling,1,,
3106,to,,,
3106,secure,1,1,
3106,equipment,1,,
3106,and,,,
3106,stow,1,,
3106,the,,,
3106,gear,1,1,
3106,below,1,,
3106,the,,,
3106,deck,1,,
3106,as,,,
3106,the,,,
3106,rain,,,
3106,begins,,1,
3106,to,,,
3106,pelt,1,,
3106,the,,,
3106,decks,1,,
3106,angry,1,,
3106,waves,1,,
3106,crash,1,,
3106,hard,1,,
3106,against,1,1,
3106,the,,,
3106,sides,,,
3106,of,,,
3106,the,,,
3106,ship,1,,
3106,the,,,
3106,storm,1,,
3106,worsens,1,,
3106,growing,,,
3106,stronger,1,,
3106,and,,,
3106,fiercer,1,,
3106,as,,,
3106,the,,,
3106,evening,1,1,
3106,goes,,,
3106,on,,,
3106,in,,,
3106,the,,,
3106,morning,,,
3106,the,,,
3106,crew,1,,
3106,is,,,
3106,relieved,1,,
3106,when,,,
3106,the,,,
3106,light,,,
3106,of,,,
3106,the,,,
3106,sun,,,
3106,breaks,1,,
3106,through,1,1,
3106,the,,,
3106,clouds,1,,
3106,and,,,
3106,onto,1,1,
3106,the,,,
3106,calm,1,,
3106,sea,,,