item,token,not_sightword,not_decodable,not_decodable_at_grade_level,sightword
2202,to,,,,-1
2202,take,,,,0
2202,care,,,,1
2202,of,,,,-1
2202,the,,,,-1
2202,houseplants,1.0,,,"0,0"
2202,as,,,,0
2202,they,,,,-1
2202,grow,,,,0
2202,everyday,1.0,1.0,,"0,-1"
2202,they,,,,-1
2202,will,,,,-1
2202,write,1.0,,1.0,
2202,in,,,,-1
2202,their,,1.0,,1
2202,journals,1.0,1.0,, 
2202,as,,,,0
2202,they,,,,-1
2202,learn,1.0,1.0,,
2202,about,,,1.0,0
2202,the,,,,-1
2202,needs,,,,0
2202,of,,,,-1
2202,their,,1.0,,1
2202,plants,1.0,,,
2202,at,,,,-1
2202,the,,,,-1
2202,end,,,,0
2202,of,,,,-1
2202,the,,,,-1
2202,school,,,1.0,0
2202,year,1.0,,,
2202,they,,,,-1
2202,will,,,,-1
2202,take,,,,0
2202,their,,1.0,,1
2202,plants,1.0,,,
2202,home,,,,-1
2202,but,,,,-1
2202,for,,,,-1
2202,now,,,,0
2202,the,,,,-1
2202,classroom,1.0,,,"1,1"
2202,is,,,,-1
2202,much,,,,0
2202,greener,,,1.0,0
2202,with,,,,-1
2202,so,,,,-1
2202,many,,1.0,,0
2202,different,1.0,,, 
2202,plants,1.0,,,
2202,around,,,1.0,1
2202,the,,,,-1
2202,room,,,,1
310,meg,1.0,,,
310,wanted,,,,-1
310,to,,,,-1
310,bake,,,,1
310,a,,,,-1
310,pie,1.0,,1.0, 
310,she,,,,-1
310,asked,,,,0
310,her,,,,0
310,mother,,1.0,,0
310,for,,,,-1
310,help,,,,-1
310,they,,,,-1
310,measured,1.0,,1.0,
310,the,,,,-1
310,flour,1.0,,,
310,sugar,1.0,1.0,,
310,and,,,,-1
310,butter,1.0,,,
310,for,,,,-1
310,the,,,,-1
310,crust,1.0,,,
310,her,,,,0
310,mother,,1.0,,0
310,showed,,,,0
310,her,,,,0
310,how,,,,0
310,to,,,,-1
310,roll,1.0,,,
310,out,,,,-1
310,the,,,,-1
310,crust,1.0,,,
310,meg,1.0,,,
310,sliced,1.0,,1.0,
310,the,,,,-1
310,apples,,,1.0,1
310,and,,,,-1
310,put,,1.0,,0
310,them,,1.0,,0
310,in,,,,-1
310,the,,,,-1
310,pie,1.0,,1.0, 
310,pan,1.0,,,
310,they,,,,-1
310,put,,1.0,,0
310,the,,,,-1
310,pie,1.0,,1.0, 
310,in,,,,-1
310,the,,,,-1
310,hot,,,,0
310,oven,1.0,1.0,, 
310,and,,,,-1
310,waited,,,,0
310,forty,,,,
310,five,,,,0
310,minutes,,1.0,,
310,as,,,,0
310,the,,,,-1
310,pie,1.0,,1.0, 
310,baked,,,1.0,1
310,a,,,,-1
310,delicious,1.0,,1.0,
310,smell,,,,1
310,filled,,,,1
310,the,,,,-1
310,kitchen,1.0,,1.0,
310,when,,,,0
310,the,,,,-1
310,timer,,,,-1
310,rang,1.0,,,
310,they,,,,-1
310,took,,,,0
310,the,,,,-1
310,pie,1.0,,1.0, 
310,out,,,,-1
310,of,,,,-1
310,the,,,,-1
310,oven,1.0,1.0,, 
310,and,,,,-1
310,set,1.0,,,
310,it,,,,-1
310,on,,,,-1
310,the,,,,-1
310,window,,,,0
310,sill,1.0,,,
310,to,,,,-1
310,cool,1.0,,,
2102,have,,,,-1
2102,you,,,,-1
2102,seen,,,,1
2102,a,,,,-1
2102,mound,1.0,,,
2102,of,,,,-1
2102,dirt,1.0,,,
2102,in,,,,-1
2102,the,,,,-1
2102,middle,1.0,,1.0,
2102,of,,,,-1
2102,a,,,,-1
2102,lawn,1.0,,,
2102,it,,,,-1
2102,may,,,,0
2102,be,,,,-1
2102,made,,,,0
2102,by,,,,-1
2102,a,,,,-1
2102,small,,,,0
2102,furry,1.0,,1.0,
2102,animal,,,,0
2102,called,1.0,,,
2102,a,,,,-1
2102,mole,1.0,,,
2102,moles,1.0,,1.0,
2102,are,,,,-1
2102,about,,,1.0,0
2102,six,,,,1
2102,inches,1.0,,,
2102,long,,,,1
2102,they,,,,-1
2102,have,,,,-1
2102,tiny,1.0,,1.0,
2102,eyes,,1.0,,1
2102,because,,,1.0,1
2102,they,,,,-1
2102,don't,,,,-1
2102,have,,,,-1
2102,to,,,,-1
2102,see,,,,-1
2102,well,,,,0
2102,under,,,,0
2102,the,,,,-1
2102,ground,,,,1
2102,they,,,,-1
2102,have,,,,-1
2102,a,,,,-1
2102,long,,,,1
2102,pointed,1.0,,,
2102,nose,,,,1
2102,and,,,,-1
2102,strong,1.0,,,
2102,legs,1.0,,,
2102,they,,,,-1
2102,use,,,,1
2102,their,,1.0,,1
2102,sharp,1.0,,,
2102,claws,1.0,,,
2102,to,,,,-1
2102,dig,1.0,,,
2102,tunnels,1.0,,, 
2102,under,,,,0
2102,the,,,,-1
2102,ground,,,,1
2102,they,,,,-1
2102,are,,,,-1
2102,among,1.0,1.0,,
2102,the,,,,-1
2102,best,,,,1
2102,diggers,1.0,,1.0,
2102,in,,,,-1
2102,the,,,,-1
2102,animal,,,,0
2102,world,1.0,,1.0,
2302,amy,1.0,,1.0,
2302,and,,,,-1
2302,brad,1.0,,,
2302,went,,,,0
2302,biking,,,1.0,1
2302,they,,,,-1
2302,stopped,,,,-1
2302,at,,,,-1
2302,a,,,,-1
2302,pond,1.0,,,
2302,they,,,,-1
2302,looked,,,,-1
2302,into,,1.0,,0
2302,the,,,,-1
2302,water,,,1.0,0
2302,and,,,,-1
2302,saw,,,,0
2302,what,,,,1
2302,looked,,,,-1
2302,like,,,,-1
2302,a,,,,-1
2302,pile,1.0,,,
2302,of,,,,-1
2302,jelly,1.0,,1.0,
2302,it,,,,-1
2302,was,,1.0,,0
2302,covered,1.0,1.0,,
2302,with,,,,-1
2302,black,,,,1
2302,dots,1.0,,,
2302,amy,1.0,,1.0,
2302,took,,,,0
2302,a,,,,-1
2302,leaf,1.0,,,
2302,to,,,,-1
2302,collect,1.0,,1.0,
2302,some,,1.0,,0
2302,of,,,,-1
2302,the,,,,-1
2302,strange,1.0,,1.0,
2302,jelly,1.0,,1.0,
2302,when,,,,0
2302,they,,,,-1
2302,brought,1.0,,1.0,
2302,it,,,,-1
2302,home,,,,-1
2302,their,,1.0,,1
2302,mother,,1.0,,0
2302,explained,1.0,,,
2302,that,,,,-1
2302,the,,,,-1
2302,jelly,1.0,,1.0,
2302,was,,1.0,,0
2302,just,,,,0
2302,frog,,,,0
2302,eggs,1.0,,,
2302,the,,,,-1
2302,kids,1.0,,,
2302,left,1.0,,,
2302,the,,,,-1
2302,leaf,1.0,,,
2302,in,,,,-1
2302,some,,1.0,,0
2302,water,,,1.0,0
2302,for,,,,-1
2302,a,,,,-1
2302,few,1.0,,,
2302,days,,,,-1
2302,the,,,,-1
2302,black,,,,1
2302,spots,1.0,,,
2302,grew,,,,1
2302,until,,,,1
2302,they,,,,-1
2302,turned,,,,1
2302,into,,1.0,,0
2302,tadpoles,1.0,,1.0,
2302,swimming,,,1.0,0
2302,around,,,1.0,1
2302,in,,,,-1
2302,the,,,,-1
2302,water,,,1.0,0
420,an,,,,0
420,hour,1.0,1.0,, 
420,ago,,,,1
420,the,,,,-1
420,sun,,,,0
420,was,,1.0,,0
420,bright,1.0,,,
420,the,,,,-1
420,sky,,,,0
420,had,,,,0
420,been,,1.0,,1
420,its,,,,0
420,familiar,1.0,1.0,, 
420,blue,,,,-1
420,but,,,,-1
420,now,,,,0
420,it,,,,-1
420,is,,,,-1
420,nearly,,,,1
420,dark,,,,1
420,at,,,,-1
420,three,,,,0
420,pm,,1.0,, 1
420,a,,,,-1
420,solar,1.0,,,
420,eclipse,1.0,,, 
420,is,,,,-1
420,causing,1.0,,1.0,
420,this,,,,-1
420,unusual,1.0,,1.0, 
420,event,1.0,,,
420,the,,,,-1
420,moon,1.0,,,
420,is,,,,-1
420,passing,1.0,,,
420,between,1.0,,, 
420,the,,,,-1
420,earth,1.0,1.0,,
420,and,,,,-1
420,sun,,,,0
420,blocking,1.0,,,
420,most,,,,1
420,of,,,,-1
420,the,,,,-1
420,sunlight,1.0,,,"0,1"
420,for,,,,-1
420,about,,,,0
420,eight,1.0,,,
420,minutes,1.0,1.0,,
420,only,,1.0,,1
420,a,,,,-1
420,small,,,,0
420,part,,,,1
420,of,,,,-1
420,the,,,,-1
420,earth,1.0,1.0,,
420,will,,,,-1
420,see,,,,-1
420,this,,,,-1
420,solar,1.0,,,
420,eclipse,1.0,,, 
420,long,,,,1
420,ago,,,,1
420,people,,1.0,,0
420,were,,1.0,,0
420,afraid,1.0,,,
420,of,,,,-1
420,eclipses,1.0,,, 
420,they,,,,-1
420,thought,,,1.0,0
420,the,,,,-1
420,world,1.0,,1.0,
420,was,,1.0,,0
420,ending,,,,0
420,now,,,,0
420,we,,,,-1
420,know,,,1.0,0
420,the,,,,-1
420,moon,1.0,,,
420,will,,,,-1
420,continue,1.0,,,
420,on,,,,-1
420,its,,,,0
420,path,1.0,,,
420,and,,,,-1
420,sunlight,1.0,,,"0,1"
420,will,,,,-1
420,return,1.0,,, 
420,shortly,1.0,,,
2403,it,,,,-1
2403,hadn't,,,,0
2403,rained,,,,0
2403,lately,1.0,,,
2403,alex,1.0,,,
2403,went,,,,0
2403,out,,,,-1
2403,to,,,,-1
2403,water,,,1.0,0
2403,the,,,,-1
2403,plants,1.0,,,
2403,in,,,,-1
2403,the,,,,-1
2403,garden,1.0,,,
2403,he,,,,-1
2403,saw,,,,0
2403,white,,,,1
2403,flakes,1.0,,,
2403,floating,1.0,,,
2403,around,,,,1
2403,the,,,,-1
2403,plants,1.0,,,
2403,could,,1.0,,0
2403,they,,,,-1
2403,be,,,,-1
2403,snowflakes,1.0,,,"1,D"
2403,not,,,,-1
2403,in,,,,-1
2403,the,,,,-1
2403,summer,1.0,,,
2403,they,,,,-1
2403,couldn't,,1.0,,1
2403,they,,,,-1
2403,reminded,1.0,,, 
2403,him,,,,0
2403,of,,,,-1
2403,flower,,,,1
2403,petals,1.0,,,
2403,but,,,,-1
2403,they,,,,-1
2403,were,,1.0,,0
2403,actually,1.0,,1.0, 
2403,little,,,,-1
2403,white,,,,1
2403,butterflies,1.0,,1.0, 
2403,they,,,,-1
2403,flew,1.0,,,
2403,around,,,,1
2403,the,,,,-1
2403,garden,1.0,,,
2403,landing,1.0,,,
2403,gently,1.0,,1.0,
2403,on,,,,-1
2403,leaves,1.0,,,
2403,instead,1.0,,, 
2403,of,,,,-1
2403,eating,,,,0
2403,the,,,,-1
2403,plants,1.0,,,
2403,they,,,,-1
2403,left,1.0,,,
2403,tiny,1.0,,,
2403,green,,,,0
2403,eggs,1.0,,,
2403,on,,,,-1
2403,the,,,,-1
2403,leaves,1.0,,,
2403,that,,,,-1
2403,way,,,,0
2403,when,,,,0
2403,the,,,,-1
2403,eggs,1.0,,,
2403,hatched,1.0,,,
2403,the,,,,-1
2403,baby,1.0,,,
2403,caterpillars,1.0,,, 
2403,would,,1.0,,0
2403,have,,,,-1
2403,food,,,,1
2701,lily's,1.0,,,
2701,grandparents,1.0,,, 
2701,are,,,,-1
2701,quite,1.0,,,
2701,old,,,,-1
2701,at,,,,-1
2701,family,,,,1
2701,events,1.0,,,
2701,the,,,,-1
2701,old,,,,-1
2701,folks,1.0,1.0,,
2701,just,,,,0
2701,sit,,,,-1
2701,around,,,,1
2701,and,,,,-1
2701,talk,,,,0
2701,lily's,1.0,,,
2701,not,,,,-1
2701,very,,1.0,,0
2701,interested,1.0,,, 
2701,in,,,,-1
2701,listening,1.0,1.0,,
2701,to,,,,-1
2701,their,,1.0,,1
2701,old,,,,-1
2701,stories,,,1.0,1
2701,now,,,,0
2701,her,,,,0
2701,class,,,,1
2701,is,,,,-1
2701,learning,1.0,1.0,,
2701,about,,,,0
2701,how,,,,0
2701,life,1.0,,,
2701,was,,1.0,,0
2701,different,1.0,,, 
2701,in,,,,-1
2701,the,,,,-1
2701,old,,,,-1
2701,days,,,,-1
2701,she,,,,-1
2701,needs,,,,0
2701,to,,,,-1
2701,interview,1.0,,, 
2701,a,,,,-1
2701,relative,1.0,,, 
2701,and,,,,-1
2701,find,,,,0
2701,out,,,,-1
2701,one,,1.0,,0
2701,thing,,,,-1
2701,that,,,,-1
2701,they,,,,-1
2701,needed,,,,0
2701,daily,1.0,,, 
2701,but,,,,-1
2701,that,,,,-1
2701,was,,1.0,,0
2701,hard,1.0,,,
2701,to,,,,-1
2701,get,,,,-1
2701,when,,,,0
2701,she,,,,-1
2701,asks,,,,0
2701,her,,,,0
2701,grandfather,1.0,,,"D,0"
2701,he,,,,-1
2701,says,1.0,1.0,, 
2701,he,,,,-1
2701,doesn't,,1.0,,1
2701,want,,,,-1
2701,to,,,,-1
2701,discuss,1.0,,,
2701,the,,,,-1
2701,old,,,,-1
2701,days,,,,-1
2701,but,,,,-1
2701,her,,,,0
2701,grandmother,1.0,,,"D,0"
2701,has,,,,0
2701,lots,,,,0
2701,of,,,,-1
2701,information,1.0,,, 
2701,to,,,,-1
2701,share,1.0,,,
2701,when,,,,0
2701,she,,,,-1
2701,was,,1.0,,0
2701,young,1.0,1.0,,
2701,they,,,,-1
2701,had,,,,0
2701,no,,,,-1
2701,running,,,,-1
2701,water,,,1.0,0
2701,on,,,,-1
2701,their,,1.0,,1
2701,farm,1.0,,,
2701,her,,,,0
2701,job,1.0,,,
2701,was,,1.0,,0
2701,to,,,,-1
2701,fetch,1.0,,,
2701,water,,,1.0,0
2701,from,,,,-1
2701,the,,,,-1
2701,well,,,,0
2701,or,,,,0
2701,stream,1.0,,,
2701,several,1.0,,1.0, 
2701,times,,,,-1
2701,a,,,,-1
2701,day,,,,-1
2701,even,,,,1
2701,in,,,,-1
2701,the,,,,-1
2701,freezing,1.0,,1.0,
2701,winter,,,,1
320,zack,1.0,,,
320,sat,,,,0
320,down,,,,-1
320,in,,,,-1
320,his,,,,0
320,chair,,,,1
320,it,,,,-1
320,was,,1.0,,0
320,time,,,,-1
320,for,,,,-1
320,class,,,,1
320,the,,,,-1
320,teacher,,,,1
320,asked,,,,0
320,for,,,,-1
320,last,,,,0
320,night's,,,,0
320,homework,1.0,,1.0,"-1,0"
320,zack,1.0,,,
320,opened,,,,0
320,his,,,,0
320,backpack,1.0,,,"0,D"
320,to,,,,-1
320,take,,,,0
320,out,,,,-1
320,his,,,,0
320,homework,1.0,,1.0,"-1,0"
320,folder,1.0,,,
320,his,,,,0
320,homework,1.0,,1.0,"-1,0"
320,folder,1.0,,,
320,wasn't,,1.0,,1
320,in,,,,-1
320,it,,,,-1
320,his,,,,0
320,recorder,1.0,,, 
320,was,,1.0,,0
320,gone,,1.0,,1
320,too,,,,-1
320,in,,,,-1
320,the,,,,-1
320,backpack,1.0,,,"0,D"
320,there,,1.0,,0
320,was,,1.0,,0
320,a,,,,-1
320,science,1.0,,1.0, 
320,book,,,,-1
320,and,,,,-1
320,a,,,,-1
320,math,1.0,,,
320,book,,,,-1
320,they,,,,-1
320,were,,1.0,,0
320,both,1.0,1.0,,
320,too,,,,-1
320,hard,1.0,,,
320,for,,,,-1
320,zack,1.0,,,
320,there,,1.0,,0
320,was,,1.0,,0
320,a,,,,-1
320,piece,1.0,,,
320,of,,,,-1
320,homework,1.0,,1.0,"-1,0"
320,inside,,,,1
320,a,,,,-1
320,green,,,,0
320,folder,1.0,,,
320,the,,,,-1
320,name,,,,0
320,on,,,,-1
320,it,,,,-1
320,said,,,,-1
320,jason,1.0,,,
320,zack,1.0,,,
320,must,,,,0
320,have,,,,-1
320,taken,,,1.0,0
320,his,,,,0
320,brother's,,1.0,,1
320,identical,1.0,,1.0,
320,backpack,1.0,,,"0,D"
320,while,,,,1
320,hurrying,1.0,,,
320,out,,,,-1
320,the,,,,-1
320,door,,1.0,,0
320,this,,,,-1
320,morning,,,,1
450,rules,1.0,,,
450,are,,,,-1
450,strict,1.0,,,
450,at,,,,-1
450,peter's,1.0,,, 
450,house,,,,0
450,each,,,,0
450,day,,,,-1
450,peter,1.0,,, 
450,gets,,,,-1
450,just,,,,0
450,one,,1.0,,0
450,hour,1.0,1.0,, 
450,of,,,,-1
450,screen,1.0,,,
450,time,,,,-1
450,it,,,,-1
450,could,,1.0,,0
450,be,,,,-1
450,on,,,,-1
450,a,,,,-1
450,computer,1.0,,1.0, 
450,or,,,,0
450,on,,,,-1
450,tv,,1.0,,1
450,kayla's,1.0,,, 
450,parents,1.0,,,
450,say,,,,-1
450,that,,,,-1
450,she,,,,-1
450,can,,,,-1
450,watch,,,1.0,1
450,television,1.0,,, 
450,as,,,,0
450,much,,,,0
450,as,,,,0
450,she,,,,-1
450,wants,,,,-1
450,as,,,,0
450,long,,,,1
450,as,,,,0
450,she,,,,-1
450,finishes,1.0,,,
450,her,,,,0
450,homework,1.0,,1.0,"-1,0"
450,why,,,,0
450,can't,,,,-1
450,all,,,,-1
450,parents,1.0,,,
450,be,,,,-1
450,on,,,,-1
450,the,,,,-1
450,same,,,,0
450,page,1.0,,,
450,both,1.0,1.0,,
450,peter,1.0,,, 
450,and,,,,-1
450,kayla,1.0,,, 
450,are,,,,-1
450,doing,,,,-1
450,well,,,,0
450,with,,,,-1
450,school,,,1.0,0
450,work,,,1.0,0
450,and,,,,-1
450,they,,,,-1
450,follow,1.0,,,
450,the,,,,-1
450,same,,,,0
450,rules,1.0,,,
450,at,,,,-1
450,school,,,1.0,0
450,because,,,,1
450,of,,,,-1
450,the,,,,-1
450,rules,1.0,,,
450,at,,,,-1
450,peter's,1.0,,, 
450,house,,,,0
450,he,,,,-1
450,plays,,,,-1
450,outside,1.0,,,"-1,1"
450,more,,,,0
450,often,1.0,,,
450,than,,1.0,,1
450,kayla,1.0,,, 
450,does,,1.0,,0
2503,a,,,,-1
2503,jellyfish,1.0,,,
2503,is,,,,-1
2503,a,,,,-1
2503,very,,1.0,,0
2503,strange,1.0,,,
2503,creature,1.0,,1.0,
2503,it,,,,-1
2503,is,,,,-1
2503,a,,,,-1
2503,sea,,,,1
2503,animal,,,,0
2503,that,,,,-1
2503,lives,,1.0,,0
2503,in,,,,-1
2503,our,,,,1
2503,oceans,1.0,1.0,,
2503,unlike,,,,-1
2503,fish,,,,-1
2503,jellyfish,1.0,,,
2503,have,,,,-1
2503,no,,,,-1
2503,brain,1.0,,,
2503,heart,1.0,1.0,, 
2503,or,,,,0
2503,bones,,,1.0,1
2503,they,,,,-1
2503,drift,1.0,,,
2503,with,,,,-1
2503,the,,,,-1
2503,ocean,1.0,1.0,,
2503,because,,,,1
2503,they,,,,-1
2503,have,,,,-1
2503,no,,,,-1
2503,way,,,,0
2503,to,,,,-1
2503,steer,1.0,,,
2503,some,,1.0,,0
2503,jellyfish,1.0,,,
2503,are,,,,-1
2503,the,,,,-1
2503,size,1.0,,,
2503,of,,,,-1
2503,your,,,,-1
2503,thumbnail,1.0,,1.0,
2503,and,,,,-1
2503,some,,1.0,,0
2503,can,,,,-1
2503,grow,,,,0
2503,as,,,,0
2503,long,,,,1
2503,as,,,,0
2503,fifty,1.0,,,
2503,feet,,,,0
2503,they,,,,-1
2503,catch,1.0,,,
2503,food,,,,1
2503,in,,,,-1
2503,their,,1.0,,1
2503,tentacles,1.0,,, 
2503,as,,,,0
2503,they,,,,-1
2503,slowly,,,,0
2503,float,1.0,,,
2503,along,,,,1
2503,they,,,,-1
2503,are,,,,-1
2503,beautiful,,1.0,,1
2503,to,,,,-1
2503,watch,,,1.0,1
2503,but,,,,-1
2503,their,,1.0,,1
2503,painful,1.0,,,
2503,sting,1.0,,,
2503,makes,,,,-1
2503,them,,1.0,,0
2503,an,,,,0
2503,unpleasant,1.0,,, 
2503,swimming,,,1.0,0
2503,hazard,1.0,,,
410,emma,1.0,,, 
410,loves,,1.0,,1
410,saturday,1.0,,, 
410,mornings,,,,1
410,her,,,,0
410,parents,1.0,,,
410,go,,,,-1
410,to,,,,-1
410,work,,,1.0,0
410,so,,,,-1
410,emma,1.0,,, 
410,spends,1.0,,,
410,time,,,,-1
410,with,,,,-1
410,ms,1.0,1.0,,
410,brown,,,,1
410,who,,,,-1
410,lives,,1.0,,0
410,next,,,,0
410,door,,1.0,,0
410,ms,1.0,1.0,,
410,brown,,,,1
410,always,,,,1
410,has,,,,0
410,a,,,,-1
410,jigsaw,1.0,,,
410,puzzle,1.0,,,
410,on,,,,-1
410,her,,,,0
410,table,,,,1
410,emma,1.0,,, 
410,loves,,1.0,,1
410,working,,,1.0,0
410,on,,,,-1
410,the,,,,-1
410,puzzles,1.0,,,
410,with,,,,-1
410,her,,,,0
410,when,,,,0
410,emma,1.0,,, 
410,was,,1.0,,0
410,little,,,,-1
410,ms,1.0,1.0,,
410,brown,,,,1
410,had,,,,0
410,small,,,,0
410,puzzles,1.0,,,
410,with,,,,-1
410,big,,,,-1
410,pieces,1.0,,,
410,but,,,,-1
410,now,,,,0
410,that,,,,-1
410,emma,1.0,,, 
410,is,,,,-1
410,in,,,,-1
410,sixth,1.0,,,
410,grade,1.0,,,
410,they,,,,-1
410,work,,,1.0,0
410,together,,1.0,,1
410,on,,,,-1
410,large,1.0,,,
410,puzzles,1.0,,,
410,with,,,,-1
410,hundreds,1.0,,,
410,of,,,,-1
410,very,,1.0,,0
410,small,,,,0
410,pieces,1.0,,,
2101,jill,1.0,,,
2101,and,,,,-1
2101,sam,1.0,,,
2101,stood,1.0,,,
2101,in,,,,-1
2101,the,,,,-1
2101,snow,,,,1
2101,they,,,,-1
2101,watched,,,1.0,1
2101,the,,,,-1
2101,snowflakes,1.0,,,"1,D"
2101,falling,1.0,,,
2101,first,,,,1
2101,they,,,,-1
2101,caught,1.0,,1.0, 
2101,snowflakes,1.0,,,"1,D"
2101,in,,,,-1
2101,their,,1.0,,1
2101,mouths,1.0,,,
2101,then,,1.0,,0
2101,jill,1.0,,,
2101,looked,,,,-1
2101,at,,,,-1
2101,the,,,,-1
2101,snowflakes,1.0,,,"1,D"
2101,on,,,,-1
2101,her,,,,0
2101,sleeve,1.0,,,
2101,she,,,,-1
2101,wondered,1.0,,1.0, 
2101,if,,,,0
2101,the,,,,-1
2101,snowflakes,1.0,,,"1,D"
2101,were,,1.0,,0
2101,all,,,,-1
2101,the,,,,-1
2101,same,,,,0
2101,sam,1.0,,,
2101,ran,,,,0
2101,inside,,,,1
2101,and,,,,-1
2101,came,,,,-1
2101,back,,,,0
2101,with,,,,-1
2101,a,,,,-1
2101,magnifying,1.0,,, 
2101,glass,,,,1
2101,when,,,,0
2101,they,,,,-1
2101,looked,,,,-1
2101,through,1.0,1.0,,
2101,it,,,,-1
2101,they,,,,-1
2101,saw,,,,0
2101,that,,,,-1
2101,the,,,,-1
2101,snowflakes,1.0,,,"1,D"
2101,had,,,,0
2101,six,,,,1
2101,points,1.0,,,
2101,the,,,,-1
2101,snowflakes,1.0,,,"1,D"
2101,looked,,,,-1
2101,like,,,,-1
2101,tiny,1.0,,,
2101,sparkling,1.0,,1.0,
2101,stars,,,,1
2101,each,,,,0
2101,one,,1.0,,0
2101,different,1.0,,, 
2101,from,,,,-1
2101,the,,,,-1
2101,next,,,,0
2504,sharks,1.0,,,
2504,are,,,,-1
2504,curious,1.0,,1.0,
2504,fish,,,,-1
2504,they,,,,-1
2504,want,,,,-1
2504,to,,,,-1
2504,know,,,1.0,0
2504,what's,,1.0,,1
2504,in,,,,-1
2504,the,,,,-1
2504,water,,,1.0,0
2504,with,,,,-1
2504,them,,1.0,,0
2504,sharks,1.0,,,
2504,learn,1.0,1.0,,
2504,by,,,,-1
2504,smelling,,,,1
2504,and,,,,-1
2504,tasting,1.0,,1.0,
2504,they,,,,-1
2504,bite,,,,1
2504,things,,,,-1
2504,to,,,,-1
2504,learn,1.0,1.0,,
2504,what,,,,1
2504,they,,,,-1
2504,are,,,,-1
2504,if,,,,0
2504,something,,1.0,,0
2504,tastes,1.0,,,
2504,bad,,,,0
2504,a,,,,-1
2504,shark,1.0,,,
2504,doesn't,,1.0,,1
2504,want,,,,-1
2504,it,,,,-1
2504,sharks,1.0,,,
2504,think,,,,0
2504,people,,1.0,,0
2504,taste,1.0,,1.0,
