item,token,not_sightword,not_decodable,not_decodable_at_grade_level,sightword
2504,very,,1.0,,0
2504,bad,,,,0
2504,so,,,,-1
2504,they,,,,-1
2504,generally,1.0,,1.0,
2504,don't,,,,-1
2504,want,,,,-1
2504,to,,,,-1
2504,eat,,,,0
2504,people,,1.0,,0
2504,there,,1.0,,0
2504,are,,,,-1
2504,many,,1.0,,0
2504,scary,1.0,,,
2504,movies,1.0,1.0,, 
2504,about,,,,0
2504,sharks,1.0,,,
2504,that,,,,-1
2504,hunt,1.0,,,
2504,for,,,,-1
2504,people,,1.0,,0
2504,but,,,,-1
2504,sharks,1.0,,,
2504,are,,,,-1
2504,usually,1.0,,1.0, 
2504,harmless,1.0,,,
2504,to,,,,-1
2504,people,,1.0,,0
2504,because,,,,1
2504,people,,1.0,,0
2504,don't,,,,-1
2504,taste,1.0,,,
2504,very,,1.0,,0
2504,good,,,,-1
520,on,,,,-1
520,warm,1.0,,,
520,summer,1.0,,,
520,nights,,,,0
520,dan,1.0,,,
520,and,,,,-1
520,mark,1.0,,,
520,sleep,,,,0
520,outside,1.0,,,"-1,1"
520,in,,,,-1
520,sleeping,,,,0
520,bags,1.0,,,
520,they,,,,-1
520,like,,,,-1
520,to,,,,-1
520,look,,,,-1
520,up,,,,-1
520,at,,,,-1
520,all,,,,-1
520,the,,,,-1
520,stars,,,,1
520,and,,,,-1
520,planets,1.0,,,
520,in,,,,-1
520,the,,,,-1
520,night,,,,0
520,sky,,,,0
520,mark,1.0,,,
520,can,,,,-1
520,now,,,,0
520,easily,1.0,,,
520,locate,1.0,,,
520,the,,,,-1
520,big,,,,-1
520,dipper,1.0,,,
520,and,,,,-1
520,the,,,,-1
520,little,,,,-1
520,dipper,1.0,,,
520,if,,,,0
520,they,,,,-1
520,are,,,,-1
520,really,1.0,,,
520,lucky,1.0,,,
520,they,,,,-1
520,can,,,,-1
520,see,,,,-1
520,shooting,1.0,,,
520,stars,,,,1
520,streak,1.0,,,
520,across,1.0,,,
520,the,,,,-1
520,sky,,,,0
520,sometimes,,1.0,,0
520,there,,1.0,,0
520,are,,,,-1
520,slower,,,,0
520,moving,,1.0,,1
520,lights,,,,1
520,in,,,,-1
520,the,,,,-1
520,sky,,,,0
520,these,,1.0,,1
520,aren't,,1.0,,1
520,stars,,,,1
520,but,,,,-1
520,they,,,,-1
520,may,,,,0
520,be,,,,-1
520,satellites,1.0,,, 
520,circling,1.0,,,
520,the,,,,-1
520,globe,1.0,,,
520,or,,,,0
520,airplanes,1.0,,,
520,traveling,1.0,,,
520,between,1.0,,, 
520,cities,,,,0
2402,iceland,1.0,,,NAME
2402,is,,,,-1
2402,a,,,,-1
2402,cold,,,,1
2402,place,,,,0
2402,but,,,,-1
2402,parts,,,,1
2402,of,,,,-1
2402,it,,,,-1
2402,are,,,,-1
2402,boiling,1.0,,,
2402,hot,,,,0
2402,long,,,,1
2402,ago,,,,1
2402,the,,,,-1
2402,vikings,1.0,,, 
2402,found,,,,0
2402,hot,,,,0
2402,water,,,,0
2402,and,,,,-1
2402,steam,1.0,,,
2402,from,,,,-1
2402,deep,1.0,,,
2402,inside,,,,1
2402,the,,,,-1
2402,earth,1.0,1.0,,
2402,they,,,,-1
2402,used,,,,1
2402,this,,,,-1
2402,hot,,,,0
2402,water,,,,0
2402,to,,,,-1
2402,cook,,,,1
2402,and,,,,-1
2402,wash,1.0,,,
2402,up,,,,-1
2402,later,1.0,,,
2402,iceland,1.0,,,NAME
2402,started,,,,1
2402,heating,1.0,,,
2402,homes,,,,-1
2402,with,,,,-1
2402,heat,1.0,,,
2402,from,,,,-1
2402,the,,,,-1
2402,earth,1.0,1.0,,
2402,hot,,,,0
2402,water,,,,0
2402,and,,,,-1
2402,steam,1.0,,,
2402,are,,,,-1
2402,pumped,1.0,,,
2402,through,1.0,1.0,,
2402,the,,,,-1
2402,city,,,,0
2402,to,,,,-1
2402,heat,1.0,,,
2402,buildings,1.0,1.0,,
2402,plants,1.0,,,
2402,and,,,,-1
2402,vegetables,1.0,,, 
2402,are,,,,-1
2402,grown,1.0,,,
2402,year,1.0,,,
2402,round,1.0,,,
2402,in,,,,-1
2402,heated,1.0,,,
2402,greenhouses,1.0,,,"0,0"
2402,today,,1.0,,0
2402,iceland,1.0,,,NAME
2402,uses,,,,1
2402,this,,,,-1
2402,clean,,,,1
2402,energy,1.0,,, 
2402,from,,,,-1
2402,deep,1.0,,,
2402,in,,,,-1
2402,the,,,,-1
2402,earth,1.0,1.0,,
2402,to,,,,-1
2402,heat,1.0,,,
2402,houses,,,,0
2402,streets,,,,0
2402,and,,,,-1
2402,even,,,,1
2402,football,1.0,,,"D,1"
2402,fields,1.0,,,
2904,andy,1.0,,,
2904,held,1.0,,,
2904,his,,,,0
2904,breath,1.0,,,
2904,standing,1.0,,,
2904,very,,1.0,,0
2904,still,,,,0
2904,he,,,,-1
2904,carefully,,,,1
2904,pushed,,1.0,,1
2904,the,,,,-1
2904,button,1.0,,,
2904,as,,,,0
2904,his,,,,0
2904,finger,1.0,,,
2904,moved,,1.0,,1
2904,he,,,,-1
2904,heard,,1.0,,1
2904,a,,,,-1
2904,faint,1.0,,,
2904,click,1.0,,,
2904,looking,,,,-1
2904,directly,1.0,,, 
2904,at,,,,-1
2904,the,,,,-1
2904,camera,1.0,,, 
2904,display,1.0,,,
2904,he,,,,-1
2904,wondered,1.0,,, 
2904,if,,,,0
2904,he,,,,-1
2904,had,,,,0
2904,captured,1.0,,,
2904,it,,,,-1
2904,there,,1.0,,0
2904,on,,,,-1
2904,the,,,,-1
2904,screen,1.0,,,
2904,was,,1.0,,0
2904,a,,,,-1
2904,mass,1.0,,,
2904,of,,,,-1
2904,yellow,,,,1
2904,petals,1.0,,,
2904,andy,1.0,,,
2904,was,,1.0,,0
2904,looking,,,,-1
2904,for,,,,-1
2904,something,,1.0,,0
2904,specific,1.0,,,
2904,he,,,,-1
2904,enlarged,1.0,,,
2904,the,,,,-1
2904,image,1.0,,,
2904,stared,1.0,,,
2904,for,,,,-1
2904,a,,,,-1
2904,moment,1.0,,,
2904,and,,,,-1
2904,smiled,,,,1
2904,in,,,,-1
2904,the,,,,-1
2904,lower,1.0,,,
2904,left,1.0,,,
2904,corner,1.0,,,
2904,blending,1.0,,,
2904,in,,,,-1
2904,with,,,,-1
2904,blossoms,1.0,,,
2904,a,,,,-1
2904,swallowtail,1.0,,,
2904,butterfly,1.0,,,"D,-1"
2904,rested,1.0,,,
2904,on,,,,-1
2904,a,,,,-1
2904,petal,1.0,,,
2904,he,,,,-1
2904,was,,1.0,,0
2904,able,1.0,,, 
2904,to,,,,-1
2904,accomplish,1.0,,, 
2904,his,,,,0
2904,goal,1.0,,,
2904,of,,,,-1
2904,taking,,,,0
2904,a,,,,-1
2904,picture,,,,1
2904,of,,,,-1
2904,a,,,,-1
2904,butterfly,1.0,,,"D,-1"
2904,at,,,,-1
2904,rest,1.0,,,
2904,andy,1.0,,,
2904,was,,1.0,,0
2904,prepared,1.0,,, 
2904,for,,,,-1
2904,the,,,,-1
2904,next,,,,0
2904,photography,1.0,,, 
2904,challenge,1.0,,,
2601,animals,,,,0
2601,don't,,,,-1
2601,sense,1.0,,,
2601,the,,,,-1
2601,world,1.0,,,
2601,like,,,,-1
2601,we,,,,-1
2601,do,,,,-1
2601,many,,1.0,,0
2601,animals,,,,0
2601,have,,,,-1
2601,long,,,,1
2601,stiff,1.0,,,
2601,hairs,1.0,,,
2601,called,1.0,,,
2601,whiskers,1.0,,,
2601,on,,,,-1
2601,their,,1.0,,1
2601,faces,,,,1
2601,while,,,,1
2601,they,,,,-1
2601,can,,,,-1
2601,be,,,,-1
2601,very,,1.0,,0
2601,cute,1.0,,,
2601,they,,,,-1
2601,also,1.0,,,
2601,serve,1.0,,,
2601,an,,,,0
2601,important,1.0,,,
2601,purpose,1.0,1.0,, 
2601,whiskers,1.0,,,
2601,are,,,,-1
2601,used,,,,1
2601,to,,,,-1
2601,feel,,,,0
2601,an,,,,0
2601,animal's,,,,0
2601,surroundings,1.0,,,
2601,a,,,,-1
2601,cat,,,,-1
2601,will,,,,-1
2601,use,,,,1
2601,them,,1.0,,0
2601,to,,,,-1
2601,see,,,,-1
2601,if,,,,0
2601,it,,,,-1
2601,can,,,,-1
2601,fit,1.0,,,
2601,its,,,,0
2601,head,,,,1
2601,through,1.0,1.0,,
2601,a,,,,-1
2601,small,,,,0
2601,space,1.0,,,
2601,have,,,,-1
2601,you,,,,-1
2601,ever,,,,1
2601,noticed,1.0,,,
2601,smaller,,,,0
2601,whiskers,1.0,,,
2601,over,,,,0
2601,your,,,,-1
2601,pet's,,,,-1
2601,eyes,,1.0,,1
2601,or,,,,0
2601,on,,,,-1
2601,its,,,,0
2601,legs,1.0,,,
2601,whiskers,1.0,,,
2601,aren't,,1.0,,1
2601,limited,1.0,,,
2601,to,,,,-1
2601,being,,,,1
2601,just,,,,0
2601,around,,,,1
2601,the,,,,-1
2601,muzzle,1.0,,,
2601,whiskers,1.0,,,
2601,on,,,,-1
2601,the,,,,-1
2601,back,,,,0
2601,of,,,,-1
2601,a,,,,-1
2601,cat's,,,,-1
2601,paws,1.0,,,
2601,can,,,,-1
2601,help,,,,-1
2601,it,,,,-1
2601,feel,,,,0
2601,its,,,,0
2601,prey,1.0,,,
2601,when,,,,0
2601,it,,,,-1
2601,pounces,1.0,,,
2601,making,,,,1
2601,it,,,,-1
2601,a,,,,-1
2601,better,,,,1
2601,hunter,1.0,,,
2601,more,,,,0
2601,whiskers,1.0,,,
2601,in,,,,-1
2601,more,,,,0
2601,places,,,,0
2601,mean,,,,1
2601,your,,,,-1
2601,pet,,,,-1
2601,can,,,,-1
2601,sense,1.0,,,
2601,its,,,,0
2601,environment,1.0,,, 
2601,in,,,,-1
2601,even,,,,1
2601,more,,,,0
2601,detail,1.0,,,
2801,new,,,,0
2801,year's,1.0,,,
2801,is,,,,-1
2801,an,,,,0
2801,exciting,1.0,,,
2801,event,1.0,,,
2801,how,,,,0
2801,do,,,,-1
2801,you,,,,-1
2801,celebrate,1.0,,,
2801,in,,,,-1
2801,america,1.0,1.0,,
2801,you,,,,-1
2801,might,,,,1
2801,watch,,,,1
2801,the,,,,-1
2801,midnight,1.0,,,
2801,ball,,,,0
2801,drop,1.0,,,
2801,on,,,,-1
2801,tv,,1.0,,1
2801,when,,,,0
2801,the,,,,-1
2801,ball,,,,0
2801,drops,1.0,,,
2801,in,,,,-1
2801,new,,,,0
2801,york,1.0,,,
2801,city,,,,0
2801,people,,1.0,,0
2801,sing,,,,0
2801,and,,,,-1
2801,fireworks,1.0,,,"0,-1"
2801,fill,,,,1
2801,the,,,,-1
2801,night,,,,0
2801,sky,,,,0
2801,in,,,,-1
2801,brazil,1.0,1.0,,NAME
2801,you,,,,-1
2801,might,,,,1
2801,celebrate,1.0,,,
2801,with,,,,-1
2801,a,,,,-1
2801,tasty,1.0,,,
2801,bowl,1.0,,,
2801,of,,,,-1
2801,lentil,1.0,,,
2801,soup,1.0,1.0,,
2801,lentils,1.0,,,
2801,symbolize,1.0,,, 
2801,good,,,,-1
2801,fortune,1.0,,,
2801,in,,,,-1
2801,russia,1.0,,, 
2801,you,,,,-1
2801,might,,,,1
2801,look,,,,-1
2801,forward,1.0,,, 
2801,to,,,,-1
2801,father,,1.0,,0
2801,frost's,1.0,,,
2801,yearly,1.0,,,
2801,visit,1.0,,,
2801,he,,,,-1
2801,brings,1.0,,,
2801,presents,1.0,,, 
2801,for,,,,-1
2801,the,,,,-1
2801,children,,,,1
2801,no,,,,-1
2801,matter,1.0,,,
2801,the,,,,-1
2801,tradition,1.0,,, 
2801,new,,,,0
2801,year's,1.0,,,
2801,is,,,,-1
2801,a,,,,-1
2801,hopeful,1.0,,,
2801,time,,,,-1
2801,bringing,1.0,,,
2801,a,,,,-1
2801,new,,,,0
2801,beginning,,1.0,,1
2801,to,,,,-1
2801,a,,,,-1
2801,new,,,,0
2801,year,1.0,,,
3105,alex's,1.0,,,
3105,older,,,,-1
3105,sister,,,,1
3105,is,,,,-1
3105,in,,,,-1
3105,peru,1.0,1.0,,NAME
3105,last,,,,0
3105,month,1.0,1.0,,
3105,she,,,,-1
3105,moved,,1.0,,1
3105,to,,,,-1
3105,a,,,,-1
3105,small,,,,0
3105,village,1.0,,,
3105,as,,,,0
3105,part,,,,1
3105,of,,,,-1
3105,a,,,,-1
3105,summer,1.0,,,
3105,study,1.0,,,
3105,program,1.0,,, 
3105,with,,,,-1
3105,her,,,,0
3105,high,,,,0
3105,school,,,,0
3105,far,,,,1
3105,from,,,,-1
3105,the,,,,-1
3105,conveniences,1.0,,, 
3105,of,,,,-1
3105,her,,,,0
3105,own,1.0,,,
3105,house,,,,0
3105,sylvia,1.0,,,
3105,lives,,1.0,,0
3105,with,,,,-1
3105,a,,,,-1
3105,host,1.0,,,
3105,family,,,,1
3105,in,,,,-1
3105,their,,1.0,,1
3105,small,,,,0
3105,home,,,,-1
3105,in,,,,-1
3105,the,,,,-1
3105,mornings,,,,1
3105,she,,,,-1
3105,is,,,,-1
3105,a,,,,-1
3105,teacher's,,,,1
3105,helper,,,,1
3105,in,,,,-1
3105,a,,,,-1
3105,rural,1.0,,, 
3105,school,,,,0
3105,sylvia,1.0,,,
3105,works,,,,0
3105,with,,,,-1
3105,children,,,,1
3105,in,,,,-1
3105,arithmetic,1.0,,,
3105,and,,,,-1
3105,reading,,,,-1
3105,without,,,,1
3105,technology,1.0,,, 
3105,the,,,,-1
3105,village,1.0,,,
3105,has,,,,0
3105,no,,,,-1
3105,electricity,1.0,,, 
3105,and,,,,-1
3105,no,,,,-1
3105,cellphone,1.0,,,
3105,reception,1.0,,, 
3105,after,,,,0
3105,school,,,,0
3105,she,,,,-1
3105,helps,,,,-1
3105,out,,,,-1
3105,on,,,,-1
3105,the,,,,-1
3105,family's,,,,1
3105,small,,,,0
3105,farm,1.0,,,
3105,and,,,,-1
3105,gets,,,,-1
3105,cooking,,,,1
3105,lessons,1.0,,,
3105,once,1.0,1.0,,
3105,a,,,,-1
3105,week,1.0,,,
3105,sylvia,1.0,,,
3105,takes,,,,0
3105,a,,,,-1
3105,bus,,,,1
3105,to,,,,-1
3105,the,,,,-1
3105,nearby,1.0,,,"1, -1"
3105,town,,,,1
3105,to,,,,-1
3105,meet,1.0,,,
3105,with,,,,-1
3105,others,,1.0,,0
3105,in,,,,-1
3105,her,,,,0
3105,program,1.0,,, 
3105,for,,,,-1
3105,the,,,,-1
3105,first,,,,1
3105,time,,,,-1
3105,all,,,,-1
3105,week,1.0,,,
3105,she,,,,-1
3105,gets,,,,-1
3105,an,,,,0
3105,hour,1.0,1.0,, 
3105,on,,,,-1
3105,her,,,,0
3105,computer,1.0,,, 
3105,she,,,,-1
3105,writes,1.0,,,
3105,to,,,,-1
3105,alex,1.0,,,
3105,about,,,,0
3105,her,,,,0
3105,experiences,1.0,,,
3105,in,,,,-1
3105,addition,1.0,,,
3105,to,,,,-1
3105,improving,1.0,1.0,,
3105,her,,,,0
3105,spanish,1.0,,,
3105,language,1.0,1.0,, 
3105,and,,,,-1
3105,cooking,1.0,,,1
3105,skills,1.0,,,
3105,she,,,,-1
3105,is,,,,-1
3105,learning,1.0,1.0,,
3105,to,,,,-1
3105,get,,,,-1
3105,by,,,,-1
3105,on,,,,-1
3105,limited,1.0,,,
3105,screen,1.0,,,
3105,time,,,,-1
2803,birds,,,,0
2803,and,,,,-1
2803,bats,,,,0
2803,can,,,,-1
2803,fly,,,,-1
2803,but,,,,-1
2803,they,,,,-1
2803,aren't,,1.0,,1
2803,the,,,,-1
2803,only,,1.0,,1
2803,animals,,,,0
2803,that,,,,-1
2803,can,,,,-1
2803,soar,1.0,,,
2803,through,1.0,1.0,,
2803,the,,,,-1
2803,air,1.0,,,
2803,flying,,,,-1
2803,squirrels,,,,1
2803,can,,,,-1
2803,glide,1.0,,,
2803,between,1.0,,, 
2803,tree,,,,0
2803,branches,1.0,,,
2803,these,,1.0,,1
2803,squirrels,,,,1
2803,have,,,,-1
2803,a,,,,-1
2803,membrane,1.0,,,
2803,a,,,,-1
2803,thin,1.0,,, 
2803,piece,1.0,,,
2803,of,,,,-1
2803,skin,1.0,,,
2803,between,1.0,,, 
2803,their,,1.0,,1
2803,front,1.0,1.0,,
2803,and,,,,-1
2803,back,,,,0
2803,legs,1.0,,,
2803,that,,,,-1
2803,catches,1.0,,,
2803,the,,,,-1
2803,air,1.0,,,
2803,when,,,,0
2803,they,,,,-1
2803,jump,,,,-1
2803,flying,,,,-1
2803,squirrels,,,,1
2803,don't,,,,-1
2803,actually,1.0,,, 
2803,have,,,,-1
2803,powered,1.0,,,
2803,flight,1.0,,,
2803,like,,,,-1
2803,a,,,,-1
2803,bird,,,,0
2803,or,,,,0
2803,a,,,,-1
2803,bat,,,,0
2803,however,1.0,,,"0,1"
2803,they,,,,-1
2803,can,,,,-1
2803,coast,1.0,,,
2803,briefly,1.0,,,
2803,on,,,,-1
2803,the,,,,-1
2803,wind,,1.0,,1
2803,before,1.0,,, 
2803,landing,1.0,,,
2803,safely,1.0,,,
2803,in,,,,-1
2803,a,,,,-1
2803,tree,,,,0
2803,taking,,,,0
2803,a,,,,-1
2803,cue,1.0,,,
2803,from,,,,-1
2803,these,,1.0,,1
2803,gliding,1.0,,,
2803,squirrels,,,,1
2803,some,,1.0,,0
2803,human,1.0,,,
2803,skydivers,1.0,,,"0,D"
2803,wear,1.0,1.0,,
2803,special,1.0,,,
2803,suits,1.0,,,
2803,modeled,1.0,,,
2803,after,,,,0
2803,the,,,,-1
2803,flying,,,,-1
2803,squirrel,,,,1
2803,they,,,,-1
2803,use,,,,1
2803,these,,1.0,,1
2803,suits,1.0,,,
2803,to,,,,-1
2803,guide,1.0,,,
2803,their,,1.0,,1
2803,flight,1.0,,,
2803,as,,,,0
2803,they,,,,-1
2803,soar,1.0,,,
2803,through,1.0,1.0,,
2803,the,,,,-1
2803,air,1.0,,,
2803,among,1.0,1.0,,
2803,the,,,,-1
2803,flying,,,,-1
2803,animals,,,,0
2803,of,,,,-1
2803,the,,,,-1
2803,world,1.0,,,
2803,we,,,,-1
2803,should,,1.0,,1
2803,include,1.0,,, 
2803,flying,,,,-1
2803,squirrels,,,,1
2803,and,,,,-1
2803,some,,1.0,,0
2803,humans,1.0,,,
2902,chocolate,1.0,,, 
2902,flavors,1.0,,,
2902,many,,1.0,,0
2902,of,,,,-1
2902,our,,,,1
2902,treats,1.0,,,
2902,from,,,,-1
2902,candy,1.0,,,
2902,to,,,,-1
2902,beverages,1.0,,, 
2902,it's,,,,-1
2902,hard,1.0,,,
2902,to,,,,-1
2902,think,,,,0
2902,of,,,,-1
2902,a,,,,-1
2902,time,,,,-1
2902,when,,,,0
2902,we,,,,-1
2902,didn't,,,,0
2902,have,,,,-1
2902,chocolate,1.0,,, 
2902,cocoa,1.0,,,
2902,beans,1.0,,,
2902,were,,1.0,,0
2902,first,,,,1
2902,used,,,,1
2902,by,,,,-1
2902,the,,,,-1
2902,mayans,1.0,1.0,,NAME
2902,around,,,,1
2902,four,,1.0,,
2902,thousand,1.0,,,
2902,years,1.0,,,
2902,ago,,,,1
2902,much,,,,0
2902,like,,,,-1
2902,today,,1.0,,0
2902,cocoa,1.0,,,
2902,was,,1.0,,0
2902,used,,,,1
2902,for,,,,-1
2902,drinks,1.0,,,
2902,but,,,,-1
2902,the,,,,-1
2902,drinks,1.0,,,
2902,weren't,,1.0,,0
2902,prepared,1.0,,, 
2902,to,,,,-1
2902,be,,,,-1
2902,as,,,,0
2902,sweet,1.0,,,
2902,as,,,,0
2902,we,,,,-1
2902,make,,,,-1
2902,them,,1.0,,0
2902,now,,,,0
2902,ancient,1.0,1.0,, 
2902,cocoa,1.0,,,
2902,products,1.0,,,
2902,were,,1.0,,0
2902,bitter,1.0,,,
2902,sometimes,,1.0,,0
2902,seasoned,1.0,,,
2902,with,,,,-1
2902,chili,1.0,1.0,,
2902,or,,,,0
2902,vanilla,1.0,,,
2902,they,,,,-1
2902,were,,1.0,,0
2902,used,,,,1
2902,either,1.0,,,
2902,as,,,,0
2902,medicine,1.0,,,
2902,or,,,,0
2902,for,,,,-1
2902,religious,1.0,,, 
2902,reasons,1.0,,, 
2902,when,,,,0
2902,the,,,,-1
2902,spanish,1.0,,,
2902,tasted,1.0,,,
2902,the,,,,-1
2902,drinks,1.0,,,
2902,mixed,1.0,,,
2902,with,,,,-1
2902,ground,,,,1
2902,cocoa,1.0,,,
2902,beans,1.0,,,
2902,and,,,,-1
2902,water,,,,0
2902,they,,,,-1
2902,called,1.0,,,
2902,it,,,,-1
2902,chocolate,1.0,,, 
2902,for,,,,-1
2902,a,,,,-1
2902,time,,,,-1
2902,cocoa,1.0,,,
2902,beans,1.0,,,
2902,were,,1.0,,0
2902,adopted,1.0,,,
2902,as,,,,0
2902,a,,,,-1
2902,form,1.0,,,
2902,of,,,,-1
2902,money,,1.0,,1
2902,could,,1.0,,0
2902,you,,,,-1
2902,imagine,1.0,,, 
2902,paying,1.0,,,
2902,for,,,,-1
2902,your,,,,-1
2902,groceries,1.0,,,
2902,in,,,,-1
2902,chocolate,1.0,,, 
3106,a,,,,-1
3106,ship,1.0,,,
3106,is,,,,-1
3106,sailing,1.0,,,
3106,across,1.0,,,
3106,the,,,,-1
3106,sea,,,,1
3106,the,,,,-1
3106,water,,,,0
3106,starts,,,,1
3106,to,,,,-1
3106,get,,,,-1
3106,rough,1.0,1.0,, 
3106,and,,,,-1
3106,the,,,,-1
3106,ship,1.0,,,
3106,begins,,1.0,,1
3106,to,,,,-1
3106,sway,1.0,,,
3106,without,,,,1
3106,warning,1.0,,,
3106,the,,,,-1
3106,skies,,,,0
3106,grow,,,,0
3106,darker,,,,1
3106,as,,,,0
3106,enormous,1.0,,, 
3106,black,,,,1
3106,clouds,1.0,,,
3106,move,,1.0,,1
3106,in,,,,-1
3106,and,,,,-1
3106,the,,,,-1
3106,wind,,1.0,,1
3106,begins,,1.0,,1
3106,to,,,,-1
3106,gust,1.0,,,
3106,the,,,,-1
3106,ship,1.0,,,
3106,is,,,,-1
3106,heading,,,,1
3106,straight,1.0,1.0,,
3106,into,,1.0,,0
3106,the,,,,-1
3106,storm,1.0,,,
3106,a,,,,-1
3106,turbulent,1.0,,, 
3106,night,,,,0
3106,awaits,1.0,,,
3106,them,,1.0,,0
3106,and,,,,-1
3106,the,,,,-1
3106,crew,1.0,,,
3106,prepares,1.0,,,
3106,scrambling,1.0,,,
3106,to,,,,-1
3106,secure,1.0,1.0,, 
3106,equipment,1.0,,,
3106,and,,,,-1
3106,stow,1.0,,,
3106,the,,,,-1
3106,gear,1.0,1.0,,
3106,below,1.0,,,
3106,the,,,,-1
3106,deck,1.0,,,
3106,as,,,,0
3106,the,,,,-1
3106,rain,,,,0
3106,begins,,1.0,,1
3106,to,,,,-1
3106,pelt,1.0,,,
3106,the,,,,-1
3106,decks,1.0,,,
3106,angry,1.0,,,
3106,waves,1.0,,,
3106,crash,1.0,,,
3106,hard,1.0,,,
3106,against,1.0,1.0,,
3106,the,,,,-1
3106,sides,,,,1
3106,of,,,,-1
3106,the,,,,-1
3106,ship,1.0,,,
3106,the,,,,-1
3106,storm,1.0,,,
3106,worsens,1.0,,,
3106,growing,,,,1
3106,stronger,1.0,,,
3106,and,,,,-1
3106,fiercer,1.0,,,
3106,as,,,,0
3106,the,,,,-1
3106,evening,1.0,1.0,, 
3106,goes,,,,-1
3106,on,,,,-1
3106,in,,,,-1
3106,the,,,,-1
3106,morning,,,,1
3106,the,,,,-1
3106,crew,1.0,,,
3106,is,,,,-1
3106,relieved,1.0,,, 
3106,when,,,,0
3106,the,,,,-1
3106,light,,,,1
3106,of,,,,-1
3106,the,,,,-1
3106,sun,,,,0
3106,breaks,1.0,,,
3106,through,1.0,1.0,,
3106,the,,,,-1
3106,clouds,1.0,,,
3106,and,,,,-1
3106,onto,1.0,1.0,,"-1,-1"
3106,the,,,,-1
3106,calm,1.0,,, 
3106,sea,,,,1
