Session,WCPM,Acc,Comp,Exp,level
53748,91.0,0.975,7.3,2.7,12
16412,51.0,0.841,2.3,1.9,9
16585,44.0,0.7979999999999999,1.8,1.8,8
16836,41.0,0.731,2.2,2.1,8
17624,54.0,0.97,1.7,1.9,9
17630,44.0,0.903,3.1,2.1,8
17674,48.0,0.858,3.0,1.6,8
17786,49.0,0.942,2.7,2.0,8
20030,38.0,0.682,2.5,1.6,7
20221,50.0,0.847,4.1,1.7,9
20932,59.0,0.8370000000000001,3.8,2.2,9
22532,38.0,0.861,4.9,1.5,7
22681,48.0,0.937,4.4,2.0,8
23115,57.0,0.873,3.2,1.9,9
23134,52.0,0.933,5.5,2.1,9
24750,119.0,0.966,6.0,3.6,15
25844,89.0,1.0,5.0,2.7,12
25859,39.0,0.82,2.2,1.4,7
26748,81.0,0.973,6.5,2.5,12
27042,124.0,0.992,7.2,3.5,16
27407,113.0,1.0,6.4,3.5,15
27415,100.0,0.975,3.3,2.6,14
27416,73.0,0.8190000000000001,4.7,3.0,11
27543,101.0,0.985,6.1,3.1,14
27615,132.0,1.0,7.1,3.9,17
27676,122.0,0.983,5.9,3.8,16
27824,53.0,0.969,4.4,1.7,9
27837,127.0,1.0,5.7,3.7,16
27940,57.0,0.887,6.2,1.8,9
28051,50.0,0.83,5.2,1.8,9
30059,85.0,0.892,6.5,2.7,9
30215,106.0,0.981,3.7,3.4,14
30907,100.0,0.991,5.3,3.4,14
31059,100.0,0.982,6.6,3.2,14
31298,94.0,0.996,6.7,3.0,13
31380,81.0,0.8440000000000001,2.6,2.3,9
32973,57.0,0.952,2.9,2.1,9
33056,69.0,0.99,6.4,2.7,10
33253,76.0,0.8859999999999999,4.5,2.1,11
33945,56.0,0.6679999999999999,4.1,1.7,9
33947,49.0,0.985,3.1,1.8,8
33950,121.0,0.983,6.6,3.5,16
34170,105.0,0.944,6.2,3.3,14
34172,104.0,1.0,6.6,3.3,14
34287,89.0,0.993,6.3,2.8,12
34371,36.0,0.8079999999999999,3.4,1.6,7
34397,59.0,0.939,5.7,2.4,9
34407,82.0,0.997,5.2,3.1,12
34502,76.0,0.977,5.6,2.3,11
34508,113.0,0.7979999999999999,4.2,2.7,12
34509,115.0,1.0,6.9,3.4,15
34511,103.0,0.943,7.6,3.1,14
34513,103.0,0.996,5.7,3.4,14
34514,73.0,0.978,5.7,3.0,11
34516,110.0,0.994,6.4,3.3,15
34568,82.0,0.983,4.5,2.7,12
34594,72.0,0.993,7.2,2.3,11
34614,81.0,1.0,7.2,2.8,12
34678,36.0,0.604,2.8,1.4,7
34737,82.0,0.865,2.0,2.7,9
34843,102.0,0.961,3.4,3.3,14
35130,70.0,0.8290000000000001,2.8,2.2,11
35349,79.0,0.964,6.2,2.5,11
35369,97.0,0.989,6.2,3.1,13
35421,79.0,0.992,6.8,2.4,11
35592,85.0,0.981,5.4,2.5,12
35939,158.0,0.82,4.7,4.0,16
37144,92.0,0.986,7.4,3.1,13
37674,117.0,0.997,8.0,3.1,15
38233,113.0,1.0,5.2,3.7,15
38280,146.0,1.0,6.3,4.0,18
38532,141.0,1.0,7.9,4.0,18
38866,54.0,0.915,5.7,1.6,9
38931,89.0,0.919,4.7,2.9,12
39120,82.0,0.993,7.2,3.0,12
39842,121.0,0.821,4.1,3.0,13
39888,164.0,1.0,7.1,4.0,20
39907,112.0,0.975,6.4,3.8,15
39962,71.0,0.924,5.7,2.3,11
40222,91.0,0.991,5.7,3.4,13
40523,165.0,1.0,6.5,4.0,20
42765,113.0,0.932,4.6,3.1,15
43449,73.0,0.96,4.4,2.7,11
44004,168.0,0.966,5.0,3.7,20
44466,44.0,0.879,4.6,2.8,8
45803,55.0,0.888,2.1,1.8,9
46390,121.0,1.0,5.1,3.7,16
46754,104.0,1.0,6.3,3.4,14
47021,51.0,0.926,5.3,2.1,9
47078,61.0,0.944,4.0,2.4,10
47414,104.0,0.7340000000000001,4.0,2.7,11
47798,92.0,0.86,4.3,2.7,13
48139,91.0,0.981,5.7,2.9,13
48848,118.0,0.996,6.3,3.7,15
49722,114.0,0.966,5.2,3.2,15
50834,64.0,0.909,4.9,2.5,10
51499,86.0,0.95,5.4,2.7,12
52091,86.0,0.977,5.5,2.5,12
52515,90.0,0.972,6.5,3.1,13
52633,108.0,0.993,6.5,3.5,14
53045,110.0,0.993,6.6,3.2,15
53371,73.0,0.943,6.9,2.4,11
53660,92.0,0.997,5.2,2.8,13
30954,123.0,0.944,4.3,3.5,15
31049,52.0,0.93,4.9,2.0,8
31731,115.0,0.969,4.0,3.3,14
31877,93.0,0.984,6.3,3.1,12
31882,120.0,1.0,6.6,3.4,15
31977,166.0,0.909,5.0,4.0,19
32116,69.0,0.948,2.2,2.2,10
32118,88.0,0.996,5.1,2.6,12
32147,92.0,0.992,6.7,3.2,12
32200,86.0,0.855,7.3,2.8,11
32418,113.0,0.992,6.9,3.3,14
32508,127.0,1.0,7.3,3.8,16
32511,64.0,0.901,4.1,2.1,9
32622,45.0,0.746,2.4,1.5,7
32896,129.0,1.0,7.3,3.9,16
32947,132.0,0.996,6.3,3.9,16
33014,97.0,1.0,5.6,3.0,13
33073,136.0,1.0,6.5,3.8,16
33408,75.0,0.956,5.8,2.1,10
33569,60.0,0.996,6.7,2.3,9
33863,79.0,0.718,1.6,2.8,11
34131,80.0,0.823,4.2,2.6,11
34144,171.0,1.0,3.8,4.0,20
34320,104.0,0.992,6.1,3.0,13
34987,154.0,0.965,6.0,4.0,18
38143,138.0,0.996,7.2,3.5,17
38537,128.0,1.0,5.8,3.7,16
38717,76.0,0.988,5.4,2.5,10
38719,115.0,1.0,7.4,3.2,14
38885,149.0,1.0,6.7,3.8,18
39030,85.0,0.992,4.1,2.4,11
39541,83.0,0.976,6.6,2.3,11
39709,145.0,1.0,5.8,3.8,17
40612,116.0,0.989,6.6,3.5,14
40691,124.0,0.992,4.8,3.4,15
40810,122.0,0.993,6.1,3.4,15
40816,123.0,1.0,6.5,3.2,15
40819,98.0,1.0,4.7,3.2,13
40885,137.0,0.977,6.4,3.9,17
40943,99.0,0.944,5.9,2.9,13
41063,98.0,1.0,4.3,2.9,13
41106,99.0,1.0,7.6,3.4,13
41160,94.0,0.988,7.0,2.7,12
41168,79.0,0.985,6.9,2.6,11
41231,93.0,0.996,6.9,2.9,12
41252,85.0,0.967,3.2,2.4,11
41312,149.0,0.996,7.5,4.0,18
41358,91.0,0.898,6.3,3.1,9
41366,103.0,0.989,5.1,2.7,13
41481,90.0,0.981,6.3,2.7,12
41489,90.0,0.967,5.8,2.5,12
41537,119.0,0.992,5.4,3.3,15
41626,119.0,1.0,6.1,3.5,15
41717,182.0,1.0,6.2,4.0,22
41740,151.0,1.0,4.3,4.0,18
41802,130.0,1.0,7.0,3.9,16
41851,66.0,0.973,6.9,2.4,9
41854,77.0,0.953,5.9,2.6,11
41906,105.0,0.8029999999999999,5.1,2.5,10
41960,123.0,1.0,4.9,3.7,15
41963,98.0,0.984,4.9,2.5,13
42194,109.0,1.0,5.7,3.4,14
43273,82.0,0.993,7.9,2.7,11
43346,123.0,0.992,7.0,3.4,15
43815,106.0,0.996,3.3,3.4,13
43839,28.0,0.84,6.3,1.5,6
43959,79.0,0.996,4.4,2.9,11
44099,128.0,1.0,6.0,3.7,16
44156,22.0,0.937,2.9,1.3,5
44203,101.0,1.0,5.4,2.8,13
44450,110.0,0.992,2.5,2.9,14
44930,115.0,0.968,5.4,3.2,14
45233,91.0,0.996,5.5,2.6,12
46349,145.0,1.0,4.8,4.0,17
46407,128.0,0.981,8.0,3.6,16
46719,114.0,1.0,4.4,3.5,14
48111,65.0,0.941,6.5,2.2,9
48215,67.0,0.988,4.7,2.3,10
48506,132.0,1.0,8.0,3.8,16
49110,122.0,1.0,7.4,3.7,15
50027,109.0,0.989,5.3,3.5,14
50080,62.0,0.973,4.0,1.9,9
50433,103.0,1.0,5.5,3.5,14
50438,88.0,0.942,7.3,3.3,12
50802,151.0,1.0,6.6,4.0,19
50995,130.0,1.0,6.3,3.5,17
51090,116.0,1.0,5.6,3.7,15
51164,115.0,1.0,6.7,3.5,14
52085,141.0,0.967,6.2,2.9,17
52108,124.0,1.0,7.3,3.3,15
52120,106.0,1.0,6.7,3.1,13
52125,77.0,0.981,4.5,2.4,11
52231,89.0,0.976,4.9,2.6,12
52720,107.0,0.978,7.3,3.3,14
52831,106.0,0.923,3.3,3.1,13
53276,78.0,0.984,7.8,2.3,11
53401,70.0,0.984,5.9,2.6,10
53502,74.0,0.7340000000000001,5.1,2.2,10
53647,108.0,0.988,4.8,3.1,14
53656,111.0,1.0,5.7,3.1,14
24021,87.0,0.991,6.0,2.7,11
24070,99.0,1.0,5.1,3.2,13
24075,78.0,0.981,4.0,3.0,11
24188,62.0,0.977,6.7,2.1,9
24259,85.0,0.982,7.3,2.7,11
24567,84.0,0.991,6.0,2.7,11
24629,94.0,1.0,7.0,3.1,12
24861,122.7,0.905,4.4,3.7,15
26136,50.0,0.947,5.3,1.8,8
26187,72.0,0.995,8.0,2.3,10
26208,85.0,0.991,5.8,2.8,11
26324,118.0,1.0,6.8,3.9,15
26394,138.0,1.0,6.1,3.9,17
26406,63.0,0.991,6.8,2.2,9
26418,83.0,0.996,7.3,2.8,11
26447,112.0,1.0,7.3,3.6,14
26517,136.0,1.0,6.4,4.0,16
26548,90.0,0.973,6.7,2.6,12
26599,101.0,0.996,6.1,3.1,13
26621,123.0,0.995,7.6,3.5,15
26750,135.0,1.0,6.7,4.0,16
26812,89.0,1.0,6.3,3.2,12
26973,56.0,0.936,5.6,2.2,8
27113,105.0,0.995,6.4,3.3,13
28079,117.0,0.929,3.6,3.7,14
28118,65.0,0.89,3.0,2.0,9
28201,66.0,0.978,3.3,2.5,9
29103,156.0,1.0,6.4,4.0,18
29461,58.0,0.892,5.0,2.0,9
30493,140.0,1.0,4.6,4.0,17
30541,100.0,0.987,5.9,2.8,13
30547,99.0,0.995,6.7,2.9,13
30642,96.0,0.995,6.3,3.2,12
30673,46.0,0.981,5.4,1.7,7
30683,155.0,0.967,7.5,4.0,18
30815,67.0,0.605,4.0,1.8,9
30819,107.0,0.952,6.5,3.0,13
31724,109.0,0.967,6.4,3.4,14
32506,51.0,0.948,3.7,1.5,8
33562,54.0,0.996,6.2,2.2,8
33564,107.0,0.995,7.7,3.3,13
33576,100.0,0.973,6.6,3.0,13
33595,57.0,0.991,5.2,2.2,8
33613,72.0,0.954,7.7,2.4,10
33683,75.0,0.95,3.6,2.5,10
33781,84.0,0.996,6.4,2.9,11
33791,87.0,0.995,7.1,3.2,11
33903,61.0,0.897,3.8,2.2,9
34127,84.0,0.996,5.8,2.8,11
34230,150.0,1.0,5.1,4.0,18
34499,117.0,0.991,6.7,3.5,14
35544,128.0,0.986,6.8,3.5,16
35608,95.0,0.957,3.7,2.7,12
35735,111.0,0.964,7.4,3.3,14
35835,98.0,0.976,5.8,2.8,13
36065,100.0,0.959,5.0,3.4,13
37258,115.0,0.8240000000000001,2.7,2.9,11
37798,125.0,1.0,8.0,3.9,15
38140,167.0,1.0,7.3,4.0,19
38282,206.0,0.927,4.2,4.0,21
38738,85.0,0.973,6.2,2.4,11
38877,99.0,0.968,5.2,2.7,13
38957,78.4,0.986,3.2,2.2,11
39078,94.0,1.0,5.4,3.1,12
39606,114.0,0.969,5.7,3.5,14
40181,83.0,0.991,7.3,2.9,11
40212,129.0,0.996,6.0,4.0,16
40509,175.0,0.991,6.7,4.0,20
41135,109.0,1.0,6.1,3.5,14
41929,89.0,1.0,7.7,2.8,12
42149,112.0,1.0,5.4,3.4,14
42169,120.0,1.0,7.5,3.8,15
42699,80.0,0.991,7.0,2.9,11
43202,124.0,1.0,7.3,4.0,15
44352,115.0,0.991,6.7,3.5,14
44623,148.0,1.0,8.0,4.0,18
44677,73.0,0.986,7.3,2.7,10
44725,112.0,0.982,8.0,3.2,14
45113,161.0,1.0,8.0,3.1,19
45349,119.0,0.987,4.6,4.0,15
46213,132.0,0.995,6.3,3.7,16
46223,79.0,0.996,2.3,2.5,11
46894,106.0,1.0,8.0,3.6,13
48031,52.0,0.954,6.0,2.1,8
48372,107.0,1.0,6.7,3.4,13
49623,152.0,0.996,7.9,4.0,18
49829,109.0,0.931,6.3,2.8,14
49853,96.0,0.996,7.1,3.0,12
49906,105.0,1.0,7.3,3.3,13
49907,120.0,1.0,6.9,3.5,15
50636,95.0,1.0,7.1,3.1,12
50805,88.0,0.995,6.1,2.9,12
50867,65.0,0.968,7.9,2.7,9
50938,90.0,0.982,3.3,2.9,12
51253,185.0,1.0,7.3,4.0,23
51481,104.0,1.0,6.4,3.5,13
52148,73.0,0.991,6.5,2.5,10
52240,112.0,0.996,5.5,3.9,14
52619,101.0,1.0,4.5,2.7,13
52824,89.0,1.0,6.3,2.9,12
53366,80.0,0.987,7.3,3.0,11
24759,91.0,0.996,5.1,3.0,13
24761,114.0,0.989,4.2,3.6,15
24784,93.0,0.947,5.3,2.8,13
25765,106.0,0.981,2.7,3.2,14
26728,95.0,0.992,6.9,3.4,13
26738,75.0,0.857,2.2,2.4,11
26755,110.0,1.0,5.2,3.1,15
26864,80.0,0.961,4.1,2.6,12
27050,162.0,1.0,5.7,4.0,20
27229,173.0,1.0,6.6,4.0,23
27538,87.0,0.992,3.7,2.9,12
27545,98.0,1.0,3.9,3.3,14
27585,126.0,0.942,7.0,3.9,16
27644,55.0,1.0,4.7,1.8,9
27679,81.0,0.96,4.0,2.8,12
27681,108.0,0.997,3.2,3.4,15
27724,109.0,0.986,6.2,3.4,15
27771,112.0,0.986,3.9,3.3,15
28135,83.0,0.971,5.8,2.6,12
28374,76.0,0.996,5.2,2.7,11
28460,99.0,0.989,6.1,3.1,14
28475,112.0,0.993,6.0,3.8,15
28476,115.0,1.0,4.7,3.6,16
28480,123.0,0.987,5.4,3.5,17
28497,63.0,0.947,5.0,2.2,10
28498,109.0,0.953,4.9,3.3,15
28515,41.0,0.851,5.1,1.8,8
28524,142.0,0.992,4.1,4.0,18
28544,64.0,0.86,1.8,2.3,10
28595,78.0,0.997,6.7,2.8,12
28800,142.0,0.987,5.5,4.0,18
29115,131.0,1.0,6.3,4.0,17
29462,120.0,0.983,5.0,3.5,16
29673,66.0,0.968,6.1,2.5,10
30107,108.0,0.989,5.1,3.2,15
30295,56.0,0.941,4.1,2.1,9
30306,32.0,0.667,2.7,2.0,7
30362,90.0,0.969,3.4,2.3,13
30374,72.0,0.986,6.8,2.5,11
30377,138.0,0.997,6.9,4.0,18
30382,167.0,0.99,6.7,4.0,20
30599,76.0,0.968,7.1,2.7,11
31020,88.0,0.997,7.7,2.6,13
32083,94.0,1.0,6.4,3.0,13
32311,101.0,0.951,4.2,3.1,14
32489,132.0,1.0,5.6,4.0,17
32680,97.0,0.987,7.0,3.2,13
32784,134.0,0.996,7.2,4.0,17
33264,63.0,0.976,6.9,1.9,10
33392,87.0,1.0,5.4,2.7,12
33430,106.0,1.0,3.6,3.5,14
33621,104.0,1.0,7.2,3.8,14
34099,82.0,1.0,4.5,2.6,12
34102,52.0,0.917,2.1,2.1,9
34335,121.0,0.989,5.6,3.5,16
34544,138.0,1.0,7.2,3.9,19
34555,177.0,1.0,6.5,4.0,22
34560,81.0,0.976,4.2,3.0,13
34561,78.0,0.979,6.4,3.0,12
34589,116.0,0.99,5.5,3.3,17
34600,145.0,1.0,6.7,3.9,20
34604,129.0,1.0,7.1,3.8,18
34615,114.0,0.963,7.4,3.6,15
34629,121.0,1.0,7.8,4.0,16
34630,170.0,1.0,6.3,4.0,22
34772,80.0,0.868,3.9,2.7,10
34943,49.0,0.99,2.1,2.1,9
35226,74.0,0.851,4.0,2.3,11
35658,85.0,0.912,4.4,2.7,12
35687,99.0,0.993,5.5,3.7,14
37166,137.0,0.997,7.4,4.0,17
37445,124.0,0.962,5.2,3.8,16
37509,44.0,0.913,4.1,1.8,8
37615,84.0,0.985,4.9,2.8,12
37641,103.0,0.964,3.8,3.2,14
37743,133.0,1.0,4.7,4.0,17
37806,100.0,0.956,5.1,2.8,14
38095,80.0,0.992,5.1,2.6,12
38211,138.0,1.0,6.3,4.0,18
38255,114.0,1.0,6.0,3.6,15
38473,147.0,1.0,4.8,4.0,18
38680,74.0,0.944,2.5,2.3,11
38782,117.0,0.957,2.9,3.1,15
38887,23.0,0.8590000000000001,4.5,1.2,6
39396,66.0,0.985,5.8,2.3,10
41568,104.0,0.967,6.4,3.2,14
45010,103.0,0.993,5.5,3.4,14
45332,29.0,0.635,1.8,1.3,7
45647,47.0,0.949,3.8,1.6,8
49473,124.0,0.986,4.6,3.5,16
50776,119.0,0.966,4.2,3.3,16
51390,100.0,1.0,5.2,3.4,14
52096,75.0,0.7170000000000001,3.4,2.1,8
52114,102.0,1.0,6.2,3.5,14
52137,104.0,0.989,3.6,3.1,14
52147,91.0,0.983,4.8,2.7,13
53014,150.0,1.0,7.6,4.0,19
53286,110.0,1.0,6.2,3.6,15
53377,118.0,0.968,5.9,3.5,17
54195,82.0,0.695,2.0,2.3,12
29879,137.0,0.984,4.8,3.7,19
30124,108.0,0.976,4.5,3.2,15
30405,107.0,0.965,5.2,3.2,14
30438,86.0,0.908,2.4,2.4,12
30916,110.0,1.0,4.4,3.4,15
30917,85.0,0.973,5.8,3.2,13
31453,134.0,1.0,7.0,4.0,17
31458,155.0,0.983,4.4,3.3,19
31607,81.0,0.875,2.2,2.8,12
31630,119.0,0.7490000000000001,5.1,2.7,13
31733,37.0,0.632,3.1,1.6,7
31739,100.0,0.989,3.7,3.0,14
31760,141.0,0.993,7.7,4.0,18
31805,94.0,0.991,4.2,3.2,13
31859,105.0,0.966,3.1,2.9,14
31876,125.0,0.926,5.2,3.1,16
31894,97.0,0.993,6.4,3.2,13
31961,120.0,0.967,3.4,3.3,16
31997,112.0,0.897,3.8,2.6,12
32165,107.0,0.995,3.0,3.7,14
32221,120.0,0.985,6.5,3.7,16
32240,156.0,0.991,4.4,4.0,19
32330,118.0,0.975,6.7,3.6,16
32392,86.0,0.984,4.7,2.6,12
32514,77.0,0.962,4.0,2.2,11
32538,62.0,0.802,3.5,2.3,10
32581,97.0,0.99,5.0,3.4,13
32582,93.0,0.982,3.8,2.6,13
32591,77.0,0.899,3.1,2.5,11
32666,50.0,0.654,1.6,1.5,9
32731,175.0,0.993,4.1,4.0,21
32739,97.0,0.904,3.1,2.8,13
32859,44.0,0.85,4.6,1.8,8
33194,35.0,0.857,1.8,1.6,7
33400,184.0,1.0,5.9,4.0,22
33511,40.3,0.6890000000000001,2.6,1.5,8
33887,136.0,0.957,3.6,3.6,17
34879,39.0,0.939,2.0,1.8,8
35162,75.0,0.935,4.4,2.2,11
35165,83.0,0.953,5.2,2.8,12
37391,163.0,1.0,4.6,4.0,20
37429,174.0,0.998,4.8,4.0,21
40178,106.0,0.941,2.9,3.1,14
40595,79.0,0.96,3.0,2.5,12
40643,115.0,0.994,5.4,3.5,15
40650,114.0,0.995,5.6,3.1,15
40657,111.0,0.975,4.5,3.2,15
40668,157.0,1.0,6.8,4.0,19
40786,110.0,0.993,5.2,3.6,15
40828,179.0,0.995,4.1,4.0,21
40869,87.0,0.94,5.0,2.5,12
40897,93.0,0.98,5.4,3.2,13
40916,106.0,0.982,7.7,3.6,14
40920,102.0,0.985,3.7,3.3,14
40941,129.0,1.0,6.3,3.9,17
41033,107.0,0.956,5.0,3.6,14
41124,78.0,0.968,4.8,2.3,12
41131,93.0,0.995,2.5,2.9,13
41173,127.0,0.997,4.7,3.8,16
41209,113.0,0.997,5.1,3.7,15
41215,50.0,0.981,3.4,2.2,9
41221,120.0,0.992,6.1,3.7,16
41220,95.0,0.94,5.5,2.4,13
41237,119.0,1.0,2.6,3.7,16
41380,134.0,0.944,4.0,3.8,17
41389,119.0,0.984,4.5,3.6,16
41432,93.0,0.992,4.4,3.3,13
41486,80.0,0.931,2.4,2.3,12
41622,119.0,0.933,3.7,3.5,16
41735,129.0,0.982,5.0,3.5,17
41805,118.0,0.8240000000000001,4.1,3.3,13
41808,171.0,0.943,5.3,4.0,21
41858,103.0,0.991,6.8,3.3,14
41950,150.0,0.989,6.3,4.0,19
41976,152.0,0.998,4.6,4.0,19
42252,142.0,0.977,5.5,4.0,18
42275,158.0,0.937,4.5,4.0,20
42341,42.0,0.816,3.3,1.9,8
42500,109.0,0.99,6.4,3.7,15
42946,54.0,0.927,3.3,2.3,9
43825,130.0,0.977,4.2,3.8,17
44645,183.0,1.0,4.1,4.0,21
45523,106.0,0.939,2.9,3.1,14
45646,53.0,0.957,3.0,2.1,9
46376,192.0,0.97,6.3,4.0,22
46404,126.0,0.989,4.0,3.6,16
46860,32.9,0.779,2.3,1.6,7
46877,91.0,0.983,3.2,2.8,13
47129,126.0,1.0,4.4,3.8,16
47275,68.0,0.747,1.6,2.0,11
47793,120.0,0.998,4.0,3.8,16
49155,111.0,0.997,7.3,3.6,15
50542,101.0,0.969,3.4,3.5,15
51154,124.0,0.998,4.2,3.7,17
51790,113.9,0.897,4.8,3.7,12
52101,79.0,0.986,7.3,2.7,12
52230,68.0,0.77,2.9,2.4,8
52351,80.0,1.0,4.1,3.3,13
53023,135.0,0.992,6.9,4.0,17
53756,82.0,0.967,4.1,2.5,12
53803,122.0,1.0,4.4,3.7,16
54166,124.0,0.996,6.5,3.6,16
13107,72.0,0.992,2.4,3.4,11
13111,74.0,0.939,3.3,3.3,12
13112,58.0,0.877,3.7,3.3,10
13113,57.0,0.8540000000000001,2.4,3.1,10
13116,61.0,0.902,4.4,2.9,10
24174,67.0,0.627,2.4,2.1,11
24191,72.0,0.974,4.0,2.4,11
24422,38.0,0.856,3.9,1.7,8
26304,128.0,0.994,4.3,3.7,18
26345,69.0,0.963,1.9,2.3,11
26356,102.0,0.983,5.6,2.9,15
26428,77.0,1.0,4.1,2.8,12
26500,81.0,0.983,4.5,2.7,12
26539,83.0,0.994,4.8,2.8,13
26593,82.0,0.987,3.6,2.7,13
26613,69.0,0.969,3.4,2.3,11
26616,84.0,0.966,4.5,2.6,13
26653,114.0,0.995,4.4,3.3,16
26654,100.0,0.994,2.8,3.1,15
26666,85.0,0.978,4.2,2.7,13
26674,48.0,0.7829999999999999,4.2,1.9,9
26857,99.0,0.994,5.8,3.4,14
26872,73.0,0.961,2.7,2.4,12
26893,76.0,0.865,4.4,2.4,12
27005,63.0,0.983,3.0,2.5,10
27021,38.0,0.733,6.2,1.6,8
27024,115.0,1.0,2.9,3.6,16
27035,57.0,0.6709999999999999,1.8,1.6,10
27144,84.0,0.971,2.7,2.8,13
27177,103.0,0.8390000000000001,4.0,2.8,12
27185,110.0,0.994,2.9,3.2,16
27188,95.0,0.994,5.2,3.1,14
27209,70.0,0.884,3.3,2.1,11
27237,105.0,0.991,4.2,3.4,15
27325,129.0,0.95,6.2,3.7,18
27575,50.0,0.8859999999999999,1.6,1.9,9
28488,122.0,0.994,5.6,3.6,17
28513,77.0,0.991,6.8,2.5,12
28571,106.0,0.994,3.8,3.5,16
28693,70.0,0.977,4.3,2.8,12
28812,83.0,0.907,5.1,2.3,13
29073,113.0,1.0,5.7,3.7,16
29099,108.0,1.0,3.8,3.3,15
31055,116.0,1.0,6.5,3.9,16
31729,108.0,1.0,3.2,3.7,15
32841,98.0,0.963,5.3,3.0,14
33167,100.0,0.991,3.5,3.3,15
33654,47.0,0.6629999999999999,5.0,2.3,9
33659,96.0,0.913,3.1,3.0,14
33706,109.0,1.0,4.7,3.5,15
33775,109.0,0.994,5.4,3.4,15
33795,119.0,0.963,4.8,3.2,17
33814,111.0,0.994,4.2,3.1,16
33860,73.0,0.98,2.6,2.3,12
33886,106.0,0.995,2.5,3.2,15
34017,107.0,1.0,6.0,3.5,15
34032,90.0,0.975,3.9,2.9,13
34034,141.0,1.0,4.6,3.9,19
34039,92.0,0.983,3.3,2.8,14
34043,101.0,0.994,3.0,3.2,15
34059,104.0,1.0,5.0,3.5,15
34273,108.0,1.0,3.4,3.2,15
34558,45.0,0.609,2.5,2.1,8
34567,185.0,0.997,3.8,4.0,21
34624,71.0,0.969,5.6,2.4,11
34625,94.0,0.986,4.3,3.1,14
34702,73.0,0.942,5.4,2.2,12
34707,92.0,0.957,4.8,2.8,14
34788,88.0,0.997,3.7,3.0,13
34837,72.0,0.953,2.7,2.5,11
35311,134.0,0.964,4.5,3.7,18
35727,107.0,1.0,3.1,3.0,15
35729,108.0,0.989,5.5,3.7,15
35730,104.0,0.994,3.2,3.3,15
35854,103.0,0.98,3.6,2.9,15
37357,74.0,0.997,5.9,2.5,12
37485,114.0,0.994,5.8,4.0,16
37860,104.0,1.0,6.3,3.3,15
37865,38.0,0.743,4.5,1.6,8
37957,105.0,0.867,3.2,3.2,12
38793,82.0,0.933,3.3,2.5,13
39301,168.0,0.983,6.2,4.0,22
39310,67.0,0.618,3.1,2.0,11
41670,159.0,0.986,4.7,4.0,21
45064,95.0,1.0,4.8,3.1,14
45977,39.0,0.843,2.1,1.6,8
46700,145.0,1.0,5.1,4.0,19
46766,63.0,1.0,2.3,2.4,10
46966,73.0,0.805,2.7,2.3,12
49577,99.0,0.96,4.7,3.1,14
49687,33.0,1.0,1.8,0.0,7
50208,130.0,0.98,6.3,3.9,18
51417,121.0,0.992,4.9,3.5,17
51430,107.0,0.986,4.1,3.1,15
51465,112.0,1.0,4.0,3.5,16
51496,121.0,0.986,4.5,3.7,17
51755,96.0,0.997,5.6,3.4,14
51762,76.0,0.983,4.5,2.4,12
52265,50.0,0.939,4.4,1.9,9
53420,94.0,0.937,2.6,2.8,14
54096,124.0,0.997,5.7,3.6,17
